rTime,time,frame,number,goodnumber,persistence,speed,speed_number,speed_std,angular,length,width,Morphwidth,midline,kink,pathlen,curve,id,bias,direction,crab,Custom,pathlenPerWorm,straightness
15,15.012,280,32,11,257.6,0.1145,10,0.0742,12,0.5853,0.2539,0.1206,0.7502,63.4,0.724,50.4,16,0.455,0.001,0.021,0.287,0.0658181818181818,0.983037230992402
16,16.02,295,32,11,257.6,0.1383,11,0.0743,21.3,0.5928,0.2669,0.1099,0.791,55.5,0.817,47.9,16,0.455,0.002,0.0255,-0.216,0.0742727272727273,0.982854699163608
17,17.032,310,32,11,257.6,0.1182,11,0.0743,15.3,0.5687,0.2853,0.1064,0.7861,60.2,0.873,51.4,16,0.273,0,0.0267,-0.622,0.0793636363636364,0.974153203908926
18,18.025,325,33,11,257.6,0.1102,11,0.0737,13.2,0.5734,0.2766,0.1092,0.7846,80,0.932,51.7,16,0.636,0,0.0298,-0.979,0.0847272727272727,0.96274317313066
19,19.026,340,34,11,257.6,0.0936,11,0.0702,15,0.5777,0.2609,0.1143,0.7677,70.6,1.004,49,16,0.636,0,0.0189,0.056,0.0912727272727273,0.979401384012662
20,20.025,355,32,11,257.6,0.1075,11,0.0717,18.6,0.5749,0.289,0.1088,0.7982,71.5,1.1,47.9,16,0.727,0,0.02,-0.194,0.1,0.982540938338493
21,21.049,370,35,11,257.6,0.1052,11,0.0558,24.6,0.5604,0.293,0.1193,0.7733,73,1.193,55.8,16,0.636,0.001,0.0233,0.117,0.108454545454545,0.975164257730536
22,22.026,384,34,11,257.6,0.0933,11,0.0714,24.2,0.568,0.3247,0.1198,0.7954,70.4,1.286,51.7,16,0.909,0,0.0381,1.352,0.116909090909091,0.912820905411138
23,23.034,399,34,11,257.6,0.1108,11,0.0713,20.7,0.5969,0.2853,0.1144,0.8204,52.8,1.349,52.2,16,0.545,0,0.0263,-0.101,0.122636363636364,0.97142062811465
24,24.029,412,34,12,245.9,0.1093,11,0.0711,19.2,0.5888,0.2814,0.1199,0.7987,62.1,1.278,54,16,0.5,0.042,0.0187,-0.206,0.1065,0.985255622058267
25,25.028,426,34,12,245.9,0.105,12,0.0697,11.3,0.5916,0.2547,0.1094,0.7822,56.7,1.361,48.6,16,0.583,0,0.0185,-0.748,0.113416666666667,0.984356092123055
26,26.024,439,33,13,238,0.1029,12,0.0689,11.3,0.6141,0.2662,0.1069,0.7885,52.7,1.333,45.5,19,0.769,0,0.0161,-0.228,0.102538461538462,0.987683886415322
27,27.067,454,32,13,238,0.0995,13,0.0674,11.3,0.6425,0.2415,0.1031,0.8053,54,1.431,45.9,19,0.462,0.038,0.0111,0.074,0.110076923076923,0.993757948257907
28,28.067,469,32,13,238,0.1155,13,0.0822,15.6,0.5974,0.2472,0.1195,0.7999,72.5,1.472,53.3,19,0.538,0.038,0.0162,0.094,0.113230769230769,0.990114743482931
29,29.056,484,33,13,238,0.0903,13,0.0632,11.7,0.5864,0.2649,0.1093,0.8009,71,1.531,51.8,19,0.231,0.115,0.0166,-0.565,0.117769230769231,0.982957738814222
30,30.002,497,33,13,238,0.0783,13,0.0599,16.1,0.5959,0.2876,0.1238,0.7752,50.9,1.578,45,19,0.308,0,0.0151,0.039,0.121384615384615,0.981228638501037
31,31,511,31,13,238,0.0634,13,0.0593,2.8,0.6005,0.2598,0.1237,0.7772,60.5,1.608,47.8,19,0.154,0,0.0106,0.02,0.123692307692308,0.985924282933378
32,32.048,526,32,13,238,0.078,13,0.0771,10.8,0.5737,0.2613,0.123,0.757,58.9,1.637,49.4,19,0.231,0.08,0.015,1.326,0.125923076923077,0.981334678628698
33,33.028,541,31,13,238,0.1025,13,0.0845,10.1,0.6055,0.2618,0.1029,0.7925,65.8,1.647,50,19,0.231,0.078,0.0146,-0.056,0.126692307692308,0.98980357866132
34,34.032,556,31,14,228.7,0.1106,13,0.0748,22.2,0.5762,0.2609,0.106,0.7799,70.4,1.571,47.9,22,0.714,0,0.0205,0.569,0.112214285714286,0.982672074241928
35,35.035,571,32,14,228.7,0.084,14,0.0609,21.8,0.5708,0.273,0.1081,0.7797,67.3,1.634,46.5,22,0.643,0,0.0246,0.259,0.116714285714286,0.956156207885276
36,36.033,586,35,16,265.9,0.0817,15,0.059,13.8,0.5799,0.271,0.1126,0.7666,79.6,1.474,49,22,0.625,0.128,0.0161,0.151,0.092125,0.980390943065095
37,37.058,599,35,16,265.9,0.089,16,0.0563,11.1,0.6033,0.2346,0.1112,0.7668,55.6,1.517,42.5,22,0.313,0.063,0.0126,0.552,0.0948125,0.989927813593876
38,38.058,614,34,16,265.9,0.0805,16,0.068,12,0.583,0.2603,0.1131,0.7735,63.5,1.576,42.7,22,0.688,0,0.0113,0.485,0.0985,0.990098739162101
39,39.077,629,35,16,265.9,0.106,16,0.0621,14.9,0.5886,0.236,0.108,0.7454,54.1,1.663,44.6,22,0.75,0.032,0.0122,0.237,0.1039375,0.993354565594193
40,40.059,644,34,16,265.9,0.0953,16,0.0597,19.3,0.5957,0.2536,0.1056,0.773,77.8,1.753,47.1,22,0.438,0.002,0.0174,0.307,0.1095625,0.98319075504471
41,41.025,658,35,16,265.9,0.0926,16,0.06,16.4,0.5816,0.2629,0.1043,0.7677,59,1.799,47.4,22,0.25,0.003,0.0171,0.065,0.1124375,0.982801482506821
42,42.054,673,35,17,250.4,0.0866,17,0.0699,10,0.6008,0.254,0.1012,0.7766,73.2,1.746,45.1,22,0.588,0.087,0.0128,-0.104,0.102705882352941,0.98901637246235
43,43.059,688,35,17,250.4,0.0953,16,0.0809,13.8,0.6019,0.2583,0.1036,0.7686,56.3,1.806,42.6,22,0.412,0.029,0.0152,0.686,0.106235294117647,0.987198521853632
44,44.058,703,35,17,252.4,0.0793,16,0.0639,13.1,0.5936,0.2693,0.1058,0.7605,56.7,1.839,43,26,0.235,0,0.0179,0.003,0.108176470588235,0.974191039621056
45,45.062,718,36,17,252.4,0.0927,17,0.0758,13.2,0.6086,0.2485,0.1073,0.7496,47.4,1.844,41.4,26,-0.059,0.083,0.015,0.464,0.108470588235294,0.986821554437194
46,46.067,733,38,18,239.6,0.101,18,0.0669,11.9,0.5806,0.2458,0.1094,0.7369,59.4,1.765,44.7,28,0.444,0.028,0.0179,0.589,0.0980555555555555,0.984169870642743
47,47.062,748,39,19,228.5,0.0978,19,0.0613,14.4,0.575,0.2535,0.1106,0.7248,62.1,1.715,43.4,31,0.316,0.002,0.0202,-0.455,0.0902631578947369,0.978437320210227
48,48.063,763,40,19,228.5,0.1048,19,0.0616,16.4,0.5549,0.2593,0.1147,0.7194,64.6,1.768,45.6,31,0.474,0.027,0.0229,-0.227,0.0930526315789474,0.975834384540786
49,49.002,776,40,19,228.5,0.0963,19,0.0675,14.8,0.5842,0.2356,0.1083,0.7418,50.3,1.812,41.4,31,0.211,0.001,0.0148,0.511,0.0953684210526316,0.988119674673278
50,50.062,791,40,19,228.5,0.0829,19,0.0599,13.6,0.5981,0.2462,0.1151,0.739,63.1,1.857,38.3,31,0.421,0,0.0114,0.132,0.0977368421052632,0.990499673503489
51,51.004,802,40,19,228.5,0.0861,19,0.0606,16.9,0.5413,0.2588,0.1145,0.7312,82.7,1.89,43.2,31,0.316,0.001,0.0171,-0.799,0.0994736842105263,0.980079358425041
52,52.062,815,39,19,228.5,0.0915,19,0.0645,18.8,0.5588,0.2426,0.1187,0.7149,73.3,1.959,42.6,31,0.737,0,0.0149,-0.297,0.103105263157895,0.986652236651528
53,53.03,828,37,19,228.5,0.0974,19,0.0677,15.5,0.5651,0.2357,0.1136,0.7254,71.9,2.017,42.6,31,0.263,0.052,0.0132,0.602,0.106157894736842,0.990774116566636
54,54.029,843,38,20,218.4,0.0812,20,0.0712,13.2,0.5715,0.2504,0.1118,0.7396,79.3,1.966,45.5,32,0.35,0.05,0.012,0.927,0.0983,0.989019772631184
55,55.029,858,39,20,218.4,0.0957,20,0.0672,13.1,0.5724,0.2354,0.1099,0.7239,72.7,2.021,41.5,32,0.4,0.004,0.0181,0.466,0.10105,0.981951536166431
56,56.011,878,37,20,218.4,0.0819,20,0.0707,17.9,0.5454,0.2484,0.1144,0.6962,62.8,2.078,40.4,32,0.5,0,0.0238,0.8,0.1039,0.956845146040545
57,57.01,901,39,19,227.1,0.0869,19,0.0657,20.8,0.5674,0.2723,0.1157,0.7267,64.1,2.129,41.6,34,0.579,0.011,0.0166,-0.333,0.112052631578947,0.98158533409769
58,58.011,931,39,19,227.1,0.1193,19,0.0805,8.8,0.6149,0.2467,0.1239,0.7629,54.4,2.197,43.4,34,0.526,0.026,0.0133,0.636,0.115631578947368,0.993766267663279
59,59.01,961,38,19,227.1,0.0876,19,0.0743,9.5,0.5946,0.2717,0.1128,0.771,67,2.27,42.3,34,0.368,0.053,0.0155,-0.657,0.119473684210526,0.984221524950015
60,60.014,991,40,18,236.7,0.0844,18,0.0685,12.6,0.5676,0.2629,0.1076,0.7419,59.1,2.292,40.6,35,0.389,0,0.0166,0.872,0.127333333333333,0.980467239725998
61,61.011,1020,39,18,236.7,0.1058,18,0.0789,16.7,0.5955,0.246,0.1081,0.7454,55,2.339,43.7,35,0.333,0,0.0132,0.118,0.129944444444444,0.992186483423721
62,62.01,1050,39,18,236.7,0.0906,18,0.0677,10.5,0.5755,0.2342,0.1087,0.7317,58.1,2.385,41.5,35,0.278,0,0.014,0.488,0.1325,0.987988818248807
63,63.01,1080,40,18,236.7,0.0898,18,0.0752,7.8,0.5983,0.227,0.1121,0.7269,50.4,2.439,41.5,35,0.444,0,0.0127,-0.024,0.1355,0.989948917435967
64,64.011,1110,40,18,236.7,0.0701,18,0.0608,9.4,0.6012,0.2547,0.1123,0.7367,58.9,2.461,42.2,35,0.389,0,0.0134,0.451,0.136722222222222,0.981559767828397
65,65.01,1139,39,19,271.9,0.0888,19,0.0706,16.9,0.57,0.2669,0.1101,0.73,67.9,2.357,41.9,38,0.105,0,0.0153,0.566,0.124052631578947,0.985044994578444
66,66.011,1169,39,20,258.5,0.0761,20,0.0726,17.6,0.5795,0.2723,0.1079,0.766,66.1,2.262,46.6,42,0.25,0.025,0.0141,1.157,0.1131,0.9826852938109
67,67.01,1199,39,21,246.8,0.071,21,0.0593,15.1,0.5717,0.2594,0.1128,0.7284,75.4,2.199,43,44,0.524,0.071,0.0158,0.155,0.104714285714286,0.974924653368701
68,68.01,1229,39,21,246.8,0.078,21,0.0631,23.6,0.572,0.2704,0.0984,0.7713,70,2.244,45.5,44,0.476,0.053,0.0171,0.407,0.106857142857143,0.975673034280688
69,69.01,1258,38,20,259.3,0.0866,19,0.0595,8.1,0.5656,0.2539,0.1008,0.7557,68.6,2.377,45.3,41,0.25,0,0.0147,-0.067,0.11885,0.985487853601875
70,70.01,1288,39,20,259.3,0.0739,20,0.058,10.4,0.5902,0.254,0.1022,0.759,64,2.394,45.1,41,0.2,0,0.0125,0.052,0.1197,0.985590748935979
71,71.011,1318,39,20,259.3,0.0795,19,0.0805,8.9,0.5729,0.2733,0.1024,0.7621,60.5,2.409,42.8,41,0.25,0,0.0138,-0.015,0.12045,0.984818907478364
72,72.01,1347,37,19,271.1,0.0689,19,0.0642,9.9,0.584,0.2743,0.1042,0.7732,58.9,2.581,46,43,0.421,0.053,0.0132,0.048,0.135842105263158,0.981476610095099
73,73.01,1377,37,20,257.6,0.0869,20,0.0529,9.7,0.5836,0.2453,0.1098,0.7575,63.8,2.519,44.3,46,0.55,0.001,0.0136,-0.036,0.12595,0.987677685138649
74,74.01,1406,36,20,257.6,0.0853,18,0.055,8.1,0.6095,0.278,0.1037,0.7883,64.4,2.571,44.1,46,0.5,0,0.0117,0.305,0.12855,0.990548496527784
75,75.005,1434,35,18,284.5,0.0794,18,0.0649,10.6,0.6116,0.2544,0.1,0.7859,63.8,2.871,41.9,41,0.167,0,0.0122,0.037,0.1595,0.988124962816763
76,76.01,1464,34,19,270.2,0.0923,18,0.0726,7.3,0.6139,0.2257,0.1015,0.7507,61.2,2.722,42.6,45,0.263,0.054,0.009,-0.249,0.143263157894737,0.995234728808702
77,77.01,1494,34,19,270.2,0.0861,19,0.0703,10.7,0.632,0.2223,0.1061,0.7398,45.1,2.769,38.7,45,0.368,0.026,0.0127,0.169,0.145736842105263,0.989061622665359
78,78.009,1523,34,19,270.2,0.0791,19,0.0669,10.2,0.6199,0.2289,0.1079,0.7375,55,2.807,39.9,45,-0.053,0,0.0124,-0.569,0.147736842105263,0.987636156045048
79,79.01,1552,33,18,283.8,0.0834,15,0.062,9.3,0.5713,0.244,0.1045,0.74,59.6,2.904,42.6,45,-0.222,0.028,0.0139,0.062,0.161333333333333,0.986013297183269
80,80.008,1579,33,15,332.3,0.0945,15,0.0703,12.6,0.56,0.2668,0.1033,0.7435,55.4,3.131,43.7,43,0.4,0.001,0.0198,-0.129,0.208733333333333,0.97780354532116
81,81.009,1609,34,15,332.3,0.0985,15,0.0677,11.5,0.5726,0.2685,0.0995,0.7555,61.4,3.177,48.6,43,0.4,0,0.0194,0.043,0.2118,0.980412667152386
82,82.006,1639,38,15,332.3,0.0984,15,0.0908,13.2,0.5568,0.2574,0.1022,0.742,61.7,3.212,43.9,43,0.067,0.067,0.0203,-0.58,0.214133333333333,0.978488617487288
83,83.01,1669,38,15,332.3,0.0972,15,0.0896,11.1,0.5596,0.2564,0.1,0.7478,65.9,3.253,47.3,43,0.267,0.069,0.0151,-0.391,0.216866666666667,0.98785952515021
84,84.01,1699,37,16,312.9,0.0801,16,0.0812,17.4,0.5324,0.2389,0.1076,0.7035,61.7,3.103,44.6,46,0.375,0.003,0.0146,0.03,0.1939375,0.983248117090367
85,85.01,1729,36,16,312.9,0.0833,16,0.0848,12.9,0.5269,0.2645,0.1162,0.7021,60.4,3.174,46.1,46,0.563,0.031,0.019,1.153,0.198375,0.973639762866311
86,86.01,1759,39,16,312.9,0.0866,16,0.0957,12,0.5709,0.2412,0.1051,0.7247,60.4,3.257,43.3,46,0.438,0,0.0179,-0.166,0.2035625,0.978404906059551
87,87.01,1789,36,17,295.3,0.083,16,0.0945,8.4,0.565,0.2371,0.1065,0.7114,48.7,3.11,40.3,53,0.294,0,0.0122,0.636,0.182941176470588,0.989138282558872
88,88.009,1819,38,16,313.1,0.0712,16,0.0616,6.3,0.564,0.2379,0.1072,0.7223,50.4,3.301,41.4,49,0.375,0,0.0138,-0.136,0.2063125,0.981037063769681
89,89.006,1849,38,17,295.1,0.0732,17,0.0617,7,0.5629,0.2281,0.1129,0.7063,59.3,3.162,43.6,55,0.529,0,0.0121,0.675,0.186,0.986243240455398
90,90.011,1879,37,17,295.1,0.0605,17,0.0576,10.2,0.5565,0.2385,0.1155,0.6749,56,3.209,39.5,55,0.353,0,0.0135,0.502,0.188764705882353,0.974786294068544
91,91.01,1909,39,17,295.1,0.0852,17,0.0765,13.2,0.5612,0.2335,0.1221,0.6962,54,3.248,41.4,55,0.294,0,0.0167,0.077,0.191058823529412,0.980602018741885
92,92.01,1939,37,17,295.1,0.076,17,0.0839,6.9,0.6003,0.2444,0.1078,0.7592,60.3,3.298,47.5,55,0.235,0.059,0.0173,-0.057,0.194,0.97374733081325
93,93.01,1969,37,17,295.1,0.0488,17,0.0637,9.3,0.5625,0.2513,0.1071,0.7111,63.1,3.325,46.2,55,0.471,0.029,0.0141,0.671,0.195588235294118,0.957348890081053
94,94.01,1999,38,18,324.3,0.0697,17,0.0649,10.2,0.6018,0.2598,0.1036,0.7493,62.3,3.196,46,57,0.611,0,0.0123,-0.204,0.177555555555556,0.984305913569501
95,95.008,2029,38,18,324.3,0.081,18,0.0701,11.7,0.6061,0.2525,0.1029,0.7771,59.5,3.265,45.5,57,0.5,0,0.0114,0.307,0.181388888888889,0.990046485724659
96,96.007,2059,41,19,307.5,0.0712,16,0.0638,8.4,0.591,0.2459,0.1027,0.767,66.1,3.145,44.9,62,0.316,0.026,0.0163,-0.574,0.165526315789474,0.973442279675387
97,97.01,2088,39,17,337.7,0.0554,17,0.0496,8.9,0.5812,0.2407,0.1076,0.7377,63.4,2.739,42,60,0.353,0.029,0.0103,0.054,0.161117647058824,0.982564775889325
98,98.009,2118,41,17,337.7,0.0701,16,0.0752,7.5,0.5774,0.2461,0.1038,0.7378,61,2.771,38.8,60,0.235,0,0.0133,-0.389,0.163,0.981836504850464
99,99.009,2147,40,16,357,0.0642,16,0.0662,6.5,0.5747,0.253,0.1053,0.7369,57.8,2.906,39.6,58,0.313,0,0.0104,-0.392,0.181625,0.986791780799156
100,100.009,2176,39,16,357,0.0691,16,0.0649,9.2,0.5685,0.2528,0.1052,0.7363,56.1,2.928,39.8,58,0.063,0,0.0141,0.067,0.183,0.978960030407396
101,101.005,2206,39,16,357,0.0581,14,0.053,4.4,0.5734,0.2434,0.1058,0.7329,68.8,2.922,37.9,58,0.125,0,0.0111,0.018,0.182625,0.981580322939979
102,102.01,2234,38,14,406.6,0.0508,14,0.077,9.3,0.6092,0.2389,0.1046,0.7619,71.7,3.354,41,44,0.286,0.036,0.0103,0.262,0.239571428571429,0.979229310621412
103,103.009,2263,36,14,406.6,0.0712,14,0.0774,7.5,0.588,0.2331,0.1045,0.7488,69.4,3.397,41,44,0.214,0,0.0093,-0.779,0.242642857142857,0.991432773286455
104,104.009,2293,38,15,388.6,0.0637,13,0.0617,8.9,0.5739,0.2467,0.1095,0.7372,64.3,3.198,42.9,43,0.067,0,0.012,-0.066,0.2132,0.982095630862079
105,105.009,2320,38,14,475.8,0.0626,13,0.0477,12.3,0.569,0.2633,0.1006,0.7593,71,3.403,44.5,43,0.214,0,0.0164,-0.452,0.243071428571429,0.965073077212794
106,106.009,2349,37,14,475.8,0.0628,14,0.0601,22.9,0.5661,0.2699,0.0989,0.7593,64.3,3.412,47,43,0,0.074,0.0128,0.231,0.243714285714286,0.979008034964293
107,107.004,2379,37,14,475.8,0.0641,14,0.0649,15.3,0.5441,0.2668,0.1033,0.737,61.2,3.413,46.5,43,0,0,0.0101,0.735,0.243785714285714,0.987508410226741
108,108.009,2409,37,14,475.8,0.0575,14,0.061,11.2,0.5385,0.2761,0.1026,0.7553,62.4,3.419,45,43,0.357,0.036,0.0092,0.117,0.244214285714286,0.987117014340245
109,109.009,2439,38,14,475.8,0.0761,14,0.0832,8.3,0.5665,0.2614,0.1006,0.7614,72.3,3.444,50,43,0.5,0,0.0075,-0.621,0.246,0.995131651554162
110,110.01,2469,38,15,447.7,0.0861,15,0.0698,15.1,0.5638,0.2574,0.1005,0.7512,66.7,3.273,48.4,47,0.333,0,0.0125,-0.904,0.2182,0.989405256128794
111,111.008,2499,38,17,398.9,0.0539,16,0.0444,12.4,0.549,0.2448,0.1039,0.7327,69.3,2.925,46.7,75,0.294,0,0.0138,-0.544,0.172058823529412,0.966668919849529
112,112.009,2529,38,17,398.9,0.0567,17,0.0534,7.1,0.5475,0.2563,0.1255,0.7104,56.6,2.94,48.8,75,0,0.029,0.0102,1.184,0.172941176470588,0.98368596820337
113,113.01,2559,38,17,398.9,0.057,17,0.0542,8.1,0.552,0.2566,0.1083,0.7348,58.9,2.95,42.9,75,0.176,0.002,0.0107,0.575,0.173529411764706,0.982222716631098
114,114.005,2589,38,17,398.9,0.0721,17,0.0567,16,0.5491,0.2604,0.109,0.7216,61.7,2.964,44.4,75,0.118,0,0.0124,0.571,0.174352941176471,0.985099855397618
115,115.009,2619,38,17,398.9,0.07,17,0.0674,9.2,0.574,0.2576,0.1073,0.7397,58.9,2.967,44.7,75,-0.235,0.029,0.01,1.469,0.174529411764706,0.989743318610787
116,116.009,2649,39,18,377.9,0.085,17,0.072,10.7,0.5555,0.2639,0.103,0.7446,65.7,2.8,47,83,-0.056,0,0.0129,0.078,0.155555555555556,0.98841665002591
117,117.009,2679,38,18,377.9,0.0815,18,0.0499,19.3,0.5324,0.2703,0.1062,0.7289,73.8,2.829,46.7,83,0.5,0,0.0177,0.048,0.157166666666667,0.976132036982007
118,118.01,2709,38,18,377.9,0.0772,18,0.0652,19.2,0.5345,0.2724,0.1179,0.7075,73.1,2.878,47.1,83,0.333,0.037,0.0149,-0.925,0.159888888888889,0.98119773744804
119,119.009,2739,37,19,409.7,0.0765,19,0.0649,16.3,0.4973,0.2809,0.1288,0.6839,63.7,2.758,44.8,95,0.158,0.051,0.0178,0.318,0.145157894736842,0.972553412035903
120,120.009,2769,36,19,409.7,0.0747,19,0.0785,12.5,0.5268,0.2697,0.1288,0.6782,61.8,2.793,41.1,95,0.474,0,0.0146,-0.54,0.147,0.980713974247731
121,121.004,2799,38,19,409.7,0.0821,19,0.0716,11.1,0.541,0.2592,0.1309,0.7111,77.9,2.847,45.4,95,0.474,0.002,0.0126,0.59,0.149842105263158,0.988153093723342
122,122.009,2829,37,19,409.7,0.0705,19,0.0641,11.9,0.524,0.2529,0.1115,0.7096,74.2,2.914,42.6,95,0.737,0.053,0.0153,0.444,0.153368421052632,0.976166873800148
123,123.008,2859,37,19,409.7,0.0616,19,0.0543,7.9,0.5559,0.2378,0.1049,0.7314,72.5,2.953,46.6,95,0.211,0,0.0103,0.714,0.155421052631579,0.985921677530723
124,124.008,2889,36,19,409.7,0.0681,19,0.0578,12.8,0.5382,0.2469,0.1178,0.7132,66.6,2.96,48.6,95,0,0.001,0.0133,-0.022,0.155789473684211,0.98074334486712
125,125.009,2919,36,19,409.7,0.0586,19,0.0588,13.1,0.5372,0.2622,0.1256,0.7007,76.9,2.943,46.8,95,0,0.055,0.0129,0.576,0.154894736842105,0.975469073370981
126,126.008,2949,36,19,409.7,0.0733,19,0.0599,15.4,0.5332,0.2537,0.1227,0.6875,62.5,2.949,40.8,95,0.263,0,0.016,0.232,0.155210526315789,0.975885950794595
127,127.009,2979,36,19,409.7,0.0581,19,0.0523,12.5,0.5608,0.249,0.1107,0.7341,66,2.959,44,95,0.263,0,0.0129,0.383,0.155736842105263,0.975039611219139
128,128.005,3009,38,19,409.7,0.06,19,0.0601,11.4,0.5342,0.2554,0.1146,0.7228,76.9,2.962,45.9,95,0.263,0.026,0.0128,0.378,0.155894736842105,0.97697947209186
129,129.009,3039,38,19,409.7,0.066,19,0.0525,16.8,0.4959,0.2516,0.1229,0.6964,80,2.967,47,95,0.211,0,0.0155,0.194,0.156157894736842,0.972031989784478
130,130.008,3069,39,19,409.7,0.0632,19,0.0625,13.5,0.5476,0.2401,0.1176,0.7036,58.6,2.984,44.4,95,0.421,0.005,0.0111,0.328,0.157052631578947,0.984455728022255
131,131.009,3097,39,19,409.7,0.0705,19,0.0574,9.6,0.5614,0.2378,0.1158,0.7245,53.6,3.033,41.7,95,0.421,0,0.0081,0.847,0.159631578947368,0.993377801628247
132,132.009,3127,38,19,409.7,0.0745,19,0.0582,11.9,0.5955,0.2223,0.1062,0.7589,58,3.086,40.6,95,0.579,0.058,0.0141,0.281,0.162421052631579,0.981926673378546
133,133.009,3157,40,19,409.7,0.0798,19,0.0716,12.3,0.5806,0.2199,0.1048,0.7419,62.1,3.119,42.5,95,0.316,0.023,0.0121,-0.575,0.164157894736842,0.988437466063325
134,134.008,3187,39,19,409.7,0.0852,19,0.0665,17.6,0.5833,0.2325,0.1069,0.7311,52.4,3.166,42.1,95,0.579,0,0.0151,-0.727,0.166631578947368,0.98416945210603
135,135.008,3217,39,19,409.7,0.0824,19,0.0692,8.6,0.5726,0.2438,0.1016,0.7408,60.2,3.246,43.1,95,0.474,0,0.0159,-0.629,0.170842105263158,0.98120639458939
136,136.009,3247,39,20,393.1,0.0803,19,0.0711,10.8,0.5921,0.2271,0.0986,0.7417,56,3.125,41,97,0.15,0.001,0.0141,-0.358,0.15625,0.984463109504674
137,137.009,3276,39,19,412.7,0.089,19,0.0647,8.6,0.5919,0.2223,0.1027,0.7344,69.1,3.334,42.1,91,0.421,0,0.0127,-0.042,0.175473684210526,0.989766473472965
138,138.009,3306,38,19,412.7,0.0876,19,0.0682,10.4,0.6186,0.2396,0.0999,0.7765,55.9,3.39,40.1,91,0.684,0,0.0095,0.232,0.178421052631579,0.99410217896337
139,139.008,3336,39,19,412.7,0.0874,19,0.073,13.5,0.6139,0.2089,0.1005,0.7515,54.7,3.467,41.5,91,0.421,0.002,0.0134,-0.051,0.182473684210526,0.988176890550842
140,140.004,3366,39,19,412.7,0.0805,19,0.0683,12.8,0.6227,0.2257,0.1028,0.7512,50,3.519,38.5,91,0.053,0,0.0105,0.096,0.185210526315789,0.991456891390555
141,141.009,3393,37,18,429.1,0.0862,16,0.0669,9.7,0.634,0.2191,0.0981,0.7597,63.1,3.7,39.6,95,-0.222,0,0.0113,-0.312,0.205555555555556,0.99137040714127
142,142.008,3421,35,18,433.9,0.0769,18,0.0657,7.5,0.604,0.2181,0.0974,0.7421,68.8,3.033,41.5,92,0.222,0.056,0.0111,-0.005,0.1685,0.989527670599301
143,143.01,3451,36,18,433.9,0.0663,18,0.0645,12.2,0.5925,0.2165,0.1067,0.7271,64,3.077,40.8,92,0.333,0.001,0.0105,0.309,0.170944444444444,0.987379670370017
144,144.008,3479,36,18,433.9,0.072,18,0.0562,7.6,0.5783,0.2151,0.1065,0.7231,66.8,3.107,40.6,92,0.222,0,0.0096,-0.001,0.172611111111111,0.991071249821234
