rTime,time,frame,number,goodnumber,persistence,speed,speed_number,speed_std,angular,length,width,Morphwidth,midline,kink,pathlen,curve,id,bias,direction,crab,Custom,pathlenPerWorm,straightness
27,27.063,571,99,27,116.8,0.0981,27,0.0532,15,0.514,0.2308,0.1019,0.6641,60,0.497,42.3,173,0.667,0.002,0.0173,0.033,0.0184074074074074,0.984327406813582
28,28.03,585,103,28,118.3,0.0981,27,0.0522,15.9,0.5044,0.2282,0.1074,0.6356,53.4,0.568,39.7,184,0.786,0.031,0.0195,-0.287,0.0202857142857143,0.980044795055868
29,29.031,600,102,31,108.7,0.0827,29,0.0541,20.2,0.5,0.2405,0.1108,0.6507,64.8,0.516,41.6,187,0.581,0.032,0.019,-0.761,0.0166451612903226,0.973250606605738
30,30.026,615,103,30,112.2,0.0796,29,0.0495,15.2,0.5099,0.2413,0.1109,0.6378,62.9,0.563,39.9,181,0.633,0.053,0.0154,-0.155,0.0187666666666667,0.981106716742183
31,31.031,630,106,31,109.1,0.0929,31,0.046,12.9,0.5062,0.241,0.107,0.6481,64.5,0.617,40.4,202,0.645,0,0.0172,0.187,0.0199032258064516,0.982711153590354
32,32.085,645,101,30,112.4,0.0758,28,0.0458,18.5,0.5031,0.2402,0.1083,0.6472,56,0.649,38.4,215,0.367,0.132,0.0128,-0.051,0.0216333333333333,0.985639114859978
33,33.029,660,99,32,114.9,0.0979,28,0.0602,15.3,0.4973,0.2315,0.1083,0.6291,57.8,0.614,39.5,223,0.313,0,0.0206,-0.146,0.0191875,0.977611339358263
34,34.03,675,107,30,122.4,0.084,30,0.0511,15,0.4903,0.2268,0.1069,0.6094,51.6,0.676,38.5,229,0.333,0.016,0.0188,0.329,0.0225333333333333,0.974632903739738
35,35.03,690,108,30,122.4,0.0778,30,0.0518,15.2,0.4768,0.23,0.1062,0.6067,64.8,0.694,41.5,229,0.233,0.023,0.0174,0.179,0.0231333333333333,0.974669433715417
36,36.033,705,113,31,133.8,0.0793,28,0.055,17.7,0.4585,0.2384,0.1049,0.604,54.8,0.673,39.7,238,-0.065,0.002,0.0175,0.212,0.0217096774193548,0.975346048644219
37,37.026,720,107,29,142,0.073,28,0.0616,17.9,0.4615,0.2352,0.1117,0.6045,55.6,0.652,39.8,239,0.034,0.017,0.0283,0.064,0.0224827586206897,0.921797708393685
38,38.033,735,109,30,137.7,0.0722,28,0.0448,12.5,0.4759,0.2417,0.1121,0.633,64.1,0.635,44.3,250,0.467,0.035,0.0182,-0.148,0.0211666666666667,0.967707033441084
39,39.034,750,110,30,137.2,0.0661,29,0.0422,17,0.4741,0.2353,0.1112,0.6321,68.8,0.671,41.3,259,0.367,0,0.0152,-0.135,0.0223666666666667,0.973201353985149
40,40.033,765,112,32,129,0.0699,29,0.0417,15.6,0.486,0.2166,0.1208,0.6174,60.3,0.67,38.9,267,0.531,0.014,0.0151,-0.716,0.0209375,0.9763882993277
41,41.032,780,110,30,137.2,0.061,28,0.0424,12.2,0.4865,0.2253,0.1128,0.6201,61.2,0.731,40.3,246,0.267,0.036,0.0112,-0.487,0.0243666666666667,0.982999812862723
42,42.031,795,112,30,169.8,0.0764,28,0.0475,19.1,0.487,0.2194,0.1156,0.613,68.1,0.739,40.1,265,0.5,0.05,0.0174,-0,0.0246333333333333,0.973719946238381
43,43.032,810,110,31,164.3,0.0783,28,0.0431,17.4,0.5074,0.2501,0.1222,0.6454,62.2,0.723,40.6,284,0.452,0.034,0.023,0.124,0.0233225806451613,0.955884735170416
44,44.027,825,105,30,170,0.0695,29,0.0496,20.3,0.4904,0.2378,0.1145,0.6341,61.2,0.761,40.7,286,0.4,0.002,0.0175,0.607,0.0253666666666667,0.967779667384186
45,45.03,840,108,30,170,0.0742,30,0.0581,17.6,0.4804,0.2457,0.113,0.6261,57.6,0.801,40.7,286,0.4,0.001,0.0177,0.069,0.0267,0.971131573854086
46,46.031,855,110,30,170,0.0738,29,0.0564,14.4,0.4926,0.2358,0.1165,0.6217,64.5,0.827,40.2,286,0.4,0.033,0.0149,-0.012,0.0275666666666667,0.979406756016595
47,47.032,870,112,30,170.4,0.0594,30,0.0432,14.7,0.4864,0.2327,0.1196,0.6191,59.6,0.846,40.2,286,0.333,0.003,0.0124,0.069,0.0282,0.9779681387077
48,48.031,885,111,30,170.4,0.0722,30,0.0619,11.7,0.4701,0.2397,0.1228,0.6146,65.2,0.858,42.1,286,0.2,0.012,0.0168,0.594,0.0286,0.972551679374866
49,49.032,900,117,31,165.3,0.0818,31,0.0523,14.1,0.5076,0.2384,0.1188,0.6422,57.5,0.857,44.2,280,0.355,0,0.0177,-0.352,0.0276451612903226,0.976308907008484
50,50.032,915,117,32,164,0.0666,29,0.0428,14.6,0.5141,0.2306,0.1193,0.6413,52,0.856,37.7,291,0.156,0.016,0.0133,0.043,0.02675,0.979857147720957
51,51.029,930,115,32,164.5,0.0625,30,0.0523,12.3,0.501,0.2276,0.1192,0.6286,62,0.815,37,314,0.094,0.064,0.0129,-0.219,0.02546875,0.978467700028979
52,52.033,945,119,32,164.5,0.0711,32,0.0537,10.4,0.5137,0.2281,0.1196,0.63,59.4,0.821,41.4,314,0.125,0,0.0148,-0.078,0.02565625,0.97809531485786
53,53.068,960,118,32,164.5,0.0762,32,0.0582,18.8,0.4892,0.2408,0.1185,0.6308,59.1,0.853,39.6,314,0.344,0.019,0.0184,0.418,0.02665625,0.970408330461513
54,54.067,975,121,32,164.5,0.0725,32,0.0634,11,0.5163,0.2323,0.1243,0.6418,59.5,0.899,39.9,314,0.313,0.031,0.0117,-0.594,0.02809375,0.986892455231383
55,55,989,121,33,160.3,0.0668,33,0.0544,11.8,0.4962,0.224,0.1237,0.6329,57.7,0.9,42.7,334,0.333,0.011,0.013,-0.574,0.0272727272727273,0.980880545690333
56,56.003,1004,122,37,171.8,0.0709,34,0.0432,16.7,0.5074,0.2503,0.1227,0.652,62.8,0.814,45.7,362,-0.027,0.045,0.0172,-0.603,0.022,0.970127603332212
57,57.004,1019,120,37,172.4,0.072,36,0.0508,18.4,0.5094,0.245,0.1175,0.6515,60.5,0.804,42.3,372,0.054,0.027,0.0155,-0.017,0.0217297297297297,0.976552854890641
58,58.001,1034,122,37,172.4,0.0635,37,0.0442,14.5,0.4815,0.246,0.1242,0.6336,69.7,0.8,42.8,372,0.081,0.014,0.0122,0.534,0.0216216216216216,0.981370269661361
59,59.004,1049,126,37,172.4,0.0729,37,0.059,18.7,0.4901,0.2338,0.1281,0.6251,57.4,0.808,40.9,372,0.081,0.028,0.0148,0.241,0.0218378378378378,0.979175040341168
60,60.004,1064,129,38,169.5,0.0759,37,0.0522,17.1,0.5006,0.2412,0.1186,0.6347,62.1,0.804,41.7,387,0.211,0.008,0.017,-0.745,0.0211578947368421,0.974593989085141
61,61.001,1079,132,36,177.5,0.075,35,0.0594,18.1,0.5033,0.2391,0.1147,0.6397,63.4,0.819,40,381,0.306,0.055,0.0139,0.157,0.02275,0.982675712305721
62,62.002,1094,136,37,172.6,0.0784,33,0.0471,18.4,0.5015,0.2271,0.1184,0.6173,53,0.796,37.5,402,0.189,0.015,0.0173,-0.058,0.0215135135135135,0.975350051696538
63,63.004,1109,136,35,181.8,0.0734,34,0.0514,14.5,0.5012,0.2319,0.1216,0.62,57.3,0.833,39.2,394,0.257,0.011,0.0103,0.304,0.0238,0.99010521660757
64,64.002,1124,130,35,184.6,0.0718,35,0.0512,11.8,0.4873,0.2228,0.123,0.6097,68,0.855,41.6,388,0.2,0.003,0.0127,0.007,0.0244285714285714,0.984232384535095
65,65.002,1139,131,36,180,0.0776,36,0.0535,19.6,0.4935,0.2423,0.1227,0.6221,64.1,0.848,39.6,406,0.361,0.016,0.0178,0.14,0.0235555555555556,0.973336608512226
66,66.003,1154,135,36,180,0.0775,36,0.0494,16,0.4809,0.2302,0.1201,0.6198,64.3,0.871,39.3,406,0.278,0,0.0139,0.448,0.0241944444444444,0.98378444886643
67,67.001,1169,133,36,180,0.0724,36,0.0504,18.2,0.4702,0.2299,0.1303,0.5952,66.6,0.9,40,406,0.389,0.014,0.0147,0.378,0.025,0.979170718948877
68,68.002,1184,134,41,168.4,0.0754,38,0.0555,17.8,0.4704,0.2415,0.1243,0.6283,72.5,0.825,40.2,456,0.317,0.012,0.0176,0.153,0.0201219512195122,0.972375589120459
69,69.002,1199,133,41,169.3,0.083,40,0.0571,16.3,0.4921,0.239,0.1192,0.6356,67.8,0.851,40.8,471,0.098,0.002,0.0187,-0.225,0.0207560975609756,0.974289159904277
70,70.003,1214,136,43,164.9,0.0838,41,0.0501,19.4,0.4863,0.2278,0.1208,0.6214,55.5,0.834,42,475,0.279,0.004,0.0168,0.004,0.0193953488372093,0.979698342027471
71,71.002,1229,134,45,182,0.0865,44,0.0581,17,0.4773,0.2357,0.127,0.6104,63.3,0.827,42.1,511,0.311,0.033,0.0203,-0.404,0.0183777777777778,0.972072178849276
72,72.003,1244,134,44,185.9,0.081,43,0.0547,15.4,0.482,0.2202,0.1216,0.6054,57.4,0.877,40.1,503,0.295,0.011,0.0182,-0.416,0.0199318181818182,0.974429983954219
73,73.004,1259,132,43,190.1,0.0783,42,0.0564,15.4,0.4668,0.2293,0.1242,0.5968,65.5,0.907,39.3,494,0.302,0.013,0.0162,0.049,0.021093023255814,0.978362824766283
74,74.002,1274,134,46,180.6,0.0746,44,0.0489,16,0.479,0.2453,0.1257,0.6107,63.3,0.882,41.8,548,0.63,0.046,0.0165,0.522,0.0191739130434783,0.975233086822378
75,75.01,1289,132,47,176.9,0.0711,47,0.0598,16.8,0.4798,0.2428,0.1317,0.6042,52.7,0.916,40.9,554,0.489,0.025,0.0133,0.133,0.0194893617021277,0.982348399243208
76,76,1304,124,48,173.6,0.0786,48,0.0515,20.5,0.4715,0.2448,0.1322,0.6034,61.7,0.93,38.9,569,0.229,0.039,0.0186,0.397,0.019375,0.971597103920447
77,77.066,1320,127,48,192.5,0.0767,46,0.055,12.8,0.4787,0.2368,0.1223,0.608,68.1,0.931,41.4,576,0.271,0.017,0.0176,-0.078,0.0193958333333333,0.973316807286327
78,78.003,1334,125,47,196.5,0.0636,46,0.0513,16.3,0.453,0.2471,0.1277,0.5959,61.7,0.967,37.7,576,0.255,0,0.0152,-0.149,0.0205744680851064,0.971021115244026
79,79.001,1349,130,46,200.8,0.0636,44,0.0523,18,0.4638,0.2428,0.1219,0.5941,59.2,1.011,38.2,560,0.239,0.023,0.0145,0.136,0.0219782608695652,0.97366407743679
80,80,1364,123,47,198.4,0.0686,46,0.0442,14.1,0.4731,0.2273,0.1263,0.5968,62.7,1.004,41.7,611,0.574,0.055,0.015,-0.015,0.0213617021276596,0.975801357292166
81,81.066,1380,122,47,197.9,0.0673,44,0.0477,17.9,0.4526,0.2495,0.1277,0.6016,63.6,1.03,42.7,596,0.404,0.019,0.0174,-0.353,0.0219148936170213,0.965999526975687
82,82.021,1394,121,44,209.7,0.0656,44,0.0486,19,0.448,0.2557,0.1248,0.6018,65.2,1.053,42.8,592,0.341,0.014,0.0151,-0.212,0.0239318181818182,0.973147378456271
83,83,1409,127,45,206.1,0.0694,45,0.0512,17,0.4481,0.2485,0.1293,0.588,63.3,1.056,39.5,615,0.356,0.003,0.017,0.004,0.0234666666666667,0.969534001305558
84,84.035,1424,129,46,209,0.0686,46,0.0529,15.3,0.48,0.2392,0.129,0.6039,59.9,1.064,39.7,639,0.348,0.022,0.015,-0.258,0.0231304347826087,0.975801357292166
85,85.033,1439,127,46,209,0.058,46,0.0447,15.1,0.4709,0.2403,0.124,0.6135,62.2,1.089,40.4,639,0.174,0.044,0.0131,-0.332,0.0236739130434783,0.9741592918012
86,86.035,1454,134,48,202.3,0.0549,47,0.0421,17.6,0.4546,0.2292,0.1288,0.5907,56.2,1.051,39,652,0.208,0.04,0.0129,-0.288,0.0218958333333333,0.97200197570969
87,87.034,1469,130,49,198.2,0.0686,48,0.0489,13.3,0.4736,0.2268,0.1192,0.6012,64.5,1.039,39.7,674,0.122,0,0.0141,-0.211,0.0212040816326531,0.978648850234884
88,88.035,1484,135,51,192.2,0.0735,49,0.0522,16.3,0.477,0.2125,0.1221,0.594,57.3,1.011,40.4,699,0.216,0.008,0.0163,-0.081,0.0198235294117647,0.975099297703225
89,89.002,1498,138,51,192,0.0622,48,0.0472,16.7,0.4771,0.2348,0.1215,0.6141,64.1,1.012,40.6,747,0.039,0.013,0.0167,0.317,0.019843137254902,0.963282821024909
90,90.07,1514,131,50,195.9,0.0616,49,0.0519,14.8,0.459,0.2496,0.1265,0.6059,60.4,1.043,43.7,767,0.06,0.03,0.0149,-0.069,0.02086,0.97030539407287
91,91.002,1528,133,50,195.9,0.0701,49,0.0474,14.8,0.4585,0.2358,0.1263,0.6008,69.5,1.043,43.2,767,0,0.009,0.015,0.245,0.02086,0.976838035392773
92,92.003,1543,139,49,199.3,0.0609,46,0.0461,15.9,0.4537,0.2436,0.127,0.5995,63.5,1.059,41.9,755,0.306,0,0.0153,0.465,0.0216122448979592,0.967927021936168
93,93.002,1558,139,48,202.4,0.0567,47,0.0458,11.3,0.4404,0.241,0.1275,0.5872,69.4,1.111,41.1,769,0.458,0.01,0.013,0.036,0.0231458333333333,0.973361240745945
94,94.002,1573,140,48,202.5,0.0579,48,0.0536,14,0.4528,0.2363,0.1294,0.5931,67.1,1.143,42.1,790,0.417,0.041,0.0121,0.058,0.0238125,0.977919700648847
95,95.002,1588,139,49,198.5,0.0586,48,0.0522,15.7,0.4633,0.2421,0.1278,0.5961,63.5,1.14,39.7,813,0.102,0,0.0108,-0.195,0.023265306122449,0.982869973189656
96,96.002,1603,137,52,188.9,0.0747,52,0.0595,17.5,0.4624,0.2428,0.1249,0.6008,62.8,1.077,40.7,873,0.25,0.003,0.02,-0.156,0.0207115384615385,0.963491862119635
97,97,1618,138,53,185.5,0.0739,52,0.0627,17.7,0.4613,0.2423,0.1224,0.6,64.1,1.078,40.8,891,0.283,0.001,0.0204,0.132,0.0203396226415094,0.961143645473702
98,98.01,1633,139,53,185.5,0.0701,52,0.0534,13.7,0.4847,0.2427,0.1171,0.6184,70.2,1.1,41.6,891,0.302,0.02,0.0122,0.006,0.0207547169811321,0.984739098111282
99,99.003,1648,133,53,186.4,0.0689,52,0.0519,19.5,0.4714,0.2563,0.1209,0.6215,65.8,1.123,41.9,898,0.189,0.027,0.0188,-0.276,0.021188679245283,0.96205397359216
100,100.001,1663,136,55,180.6,0.0585,53,0.0457,14.8,0.4514,0.2528,0.121,0.6125,70.9,1.1,42.6,934,0.273,0.052,0.0146,-0.197,0.02,0.968356077373033
101,101.001,1678,137,54,184,0.0599,54,0.0507,16.7,0.4735,0.2522,0.1196,0.6221,66,1.145,40.8,918,0.278,0.009,0.013,0.522,0.0212037037037037,0.976165294404188
102,102.001,1693,133,54,184.5,0.0627,54,0.0549,15.8,0.4726,0.239,0.1233,0.6067,59.6,1.162,38.7,910,0.241,0.058,0.0122,0.086,0.0215185185185185,0.980887176950006
103,103.005,1708,133,53,187.8,0.0591,51,0.0556,14.7,0.4626,0.2436,0.1243,0.6059,64.6,1.177,42.2,894,0.264,0.043,0.0123,-0.317,0.0222075471698113,0.9781029112292
104,104.067,1724,133,53,204.6,0.0676,52,0.0511,17.4,0.4662,0.2312,0.1234,0.607,67.8,1.169,39.5,899,0.17,0,0.0175,-0.178,0.0220566037735849,0.965910633248889
105,105.002,1738,132,54,201.7,0.0691,53,0.0534,15,0.4769,0.2391,0.1183,0.6239,64.3,1.162,41.1,924,0.278,0.028,0.0159,0.114,0.0215185185185185,0.973166681820806
106,106.001,1753,139,54,201.7,0.0745,54,0.0512,16,0.4773,0.2394,0.1198,0.619,68,1.193,41.3,924,0.352,0.029,0.0163,0.274,0.0220925925925926,0.975771532803883
107,107.002,1768,139,53,204.1,0.0764,50,0.0476,16.3,0.4737,0.2356,0.1244,0.6191,67.6,1.24,42.1,938,0.302,0.038,0.0166,0.214,0.0233962264150943,0.976109877873205
108,108.002,1783,139,51,210.5,0.0738,49,0.056,14.2,0.4776,0.2382,0.1197,0.6235,69.6,1.295,40.9,975,0.373,0.001,0.0161,-0.048,0.0253921568627451,0.975913645835861
109,109.002,1798,136,51,210.5,0.0728,51,0.057,16.4,0.4966,0.2487,0.1151,0.651,68,1.321,43.7,975,0.157,0.02,0.0142,-0.294,0.0259019607843137,0.980792316655067
110,110.001,1813,133,55,197.6,0.0731,53,0.0522,18,0.4832,0.2566,0.1178,0.6407,73.5,1.244,42.8,1046,0.218,0.027,0.0182,-0.138,0.0226181818181818,0.968510166821637
111,111.067,1829,130,55,197.6,0.0736,55,0.0548,18.1,0.4785,0.2397,0.1242,0.6179,72.9,1.27,41.4,1046,0.2,0.028,0.0167,-0.045,0.0230909090909091,0.97391755476197
112,112.002,1843,132,57,191.2,0.0685,57,0.0512,15.1,0.4762,0.2435,0.1203,0.6242,71.7,1.248,43.5,1086,0.14,0.009,0.0171,-0.203,0.0218947368421053,0.968339996361539
113,113.002,1858,137,58,188.6,0.072,56,0.0562,13.3,0.4991,0.2306,0.1161,0.6346,68.5,1.248,40.5,1098,0.155,0,0.0132,-0.211,0.0215172413793103,0.983050806870575
114,114.002,1873,138,56,194.8,0.0655,55,0.0589,13,0.4942,0.2307,0.1199,0.6208,64.4,1.279,39.9,1083,0.214,0.042,0.0154,0.038,0.0228392857142857,0.97196767955266
115,115.004,1888,146,55,198.2,0.0734,55,0.0617,14,0.493,0.2238,0.1198,0.6125,64.2,1.309,40.5,1067,0.073,0.027,0.0142,0.129,0.0238,0.981108066743787
116,116.003,1903,147,55,198.2,0.0701,54,0.0537,17,0.4867,0.2142,0.1189,0.6046,69.2,1.32,39.2,1067,0.036,0.059,0.0157,-0.212,0.024,0.974597012573036
117,117.001,1918,136,55,197.5,0.0673,54,0.0506,13,0.4943,0.2123,0.1202,0.607,67.1,1.285,39.6,1086,0.109,0.038,0.0122,-0.335,0.0233636363636364,0.983431918007191
118,118.006,1933,136,53,204.1,0.0674,53,0.0522,14,0.4965,0.2265,0.1241,0.6124,66,1.352,40.2,1061,0.132,0.009,0.013,-0.256,0.0255094339622642,0.981222679427437
119,119.003,1948,140,55,197.3,0.0726,53,0.056,17.1,0.4932,0.2308,0.1237,0.6138,67.5,1.32,39.4,1095,0.164,0.002,0.0148,-0.362,0.024,0.979000728171451
120,120.002,1963,141,56,207.6,0.0723,55,0.0612,12.5,0.4742,0.2304,0.1297,0.6039,72.5,1.292,40.9,1108,0.232,0.044,0.016,-0.208,0.0230714285714286,0.975205746897971
121,121.035,1978,140,57,204.1,0.0622,56,0.0477,14.8,0.4751,0.236,0.1233,0.6193,74,1.292,42.2,1130,0.158,0.038,0.0156,-0.488,0.0226666666666667,0.968037925161524
122,122.036,1993,146,57,204.1,0.062,57,0.0491,13.3,0.4862,0.2358,0.1213,0.623,61.3,1.311,40.5,1130,0.053,0.027,0.0136,-0.488,0.023,0.97564514795834
123,123.038,2008,148,56,207.7,0.0638,56,0.0477,13.3,0.484,0.2284,0.1314,0.6067,67.9,1.35,41.2,1116,0.321,0.009,0.0142,0.1,0.0241071428571429,0.974916590215682
124,124.036,2023,144,56,207.7,0.0623,54,0.0491,17.6,0.4693,0.231,0.1262,0.5968,69,1.382,37.8,1116,0.214,0.012,0.0125,0.155,0.0246785714285714,0.979664619110065
125,125.039,2038,141,56,222.8,0.0652,56,0.055,12.1,0.4864,0.2355,0.1219,0.6262,69.1,1.363,40.4,1137,0.304,0.01,0.0124,-0.136,0.0243392857142857,0.981748454277179
126,126.046,2053,136,58,215.9,0.0688,55,0.0516,14.1,0.4976,0.2501,0.1223,0.6329,66.5,1.341,39.9,1171,0.293,0.01,0.0129,0.144,0.0231206896551724,0.982264602843857
127,127.034,2068,135,57,219.4,0.0723,57,0.0533,13.7,0.4856,0.2282,0.1306,0.6042,62.8,1.376,37.8,1158,0.193,0.019,0.0169,0.108,0.024140350877193,0.97229714890109
128,128.035,2083,137,57,219.4,0.0618,55,0.0492,12.7,0.4913,0.2343,0.1263,0.6167,63.6,1.399,39.3,1158,0.263,0.003,0.0122,-0.053,0.0245438596491228,0.98032081269412
129,129.032,2098,134,57,219.5,0.0651,55,0.0466,11.7,0.4794,0.2334,0.1217,0.6138,66.1,1.394,38.9,1169,0.368,0.018,0.0133,-0.308,0.0244561403508772,0.978908101225036
130,130.034,2113,136,58,214.1,0.068,56,0.0477,17.5,0.4765,0.2396,0.1232,0.6155,68.5,1.342,41.6,1231,0.362,0.027,0.0165,0.074,0.0231379310344828,0.970114634898521
131,131.033,2128,130,56,220.3,0.0696,56,0.0478,15.5,0.4674,0.2358,0.1262,0.5934,69.5,1.403,39.6,1220,0.339,0.01,0.0183,-0.003,0.0250535714285714,0.964814630437281
132,132.03,2143,131,56,220.3,0.081,54,0.0637,17.4,0.4792,0.2463,0.1375,0.6074,69.5,1.436,45.3,1213,0.339,0.021,0.0177,0.245,0.0256428571428571,0.975832801797763
133,133,2157,135,55,221.2,0.0658,54,0.0531,12.5,0.4882,0.2388,0.1262,0.6104,67.2,1.384,38.7,1249,0.309,0.018,0.0142,-0.191,0.0251636363636364,0.976436377155563
134,134.003,2172,138,55,221.2,0.0705,55,0.0528,17.1,0.4864,0.2248,0.1268,0.6037,68.3,1.413,39.1,1249,0.255,0.01,0.0149,-0.113,0.0256909090909091,0.977410981496094
135,135.002,2187,140,55,221.5,0.0641,53,0.0463,14.6,0.4687,0.2399,0.1283,0.6037,71.5,1.422,39.3,1273,0.145,0.027,0.0155,-0.026,0.0258545454545455,0.970323699772474
136,136.002,2202,143,51,238.1,0.0768,50,0.0519,17.4,0.4674,0.2231,0.1194,0.5907,68,1.512,38.4,1185,0.176,0.011,0.0155,-0.094,0.0296470588235294,0.979422028702724
137,137.007,2217,144,50,242.4,0.0639,50,0.0527,14.2,0.4714,0.2204,0.1247,0.5892,60.9,1.546,38.4,1165,0.1,0.01,0.015,-0.003,0.03092,0.972057763112288
138,138.067,2233,138,51,239.2,0.0592,50,0.0484,14,0.4809,0.2269,0.1248,0.6037,61.6,1.519,39.5,1154,0.196,0.01,0.01,0.003,0.0297843137254902,0.985629950250734
139,139.001,2247,140,52,243.2,0.0718,52,0.058,15.6,0.4681,0.2347,0.1282,0.5879,65.4,1.513,37.9,1184,0.231,0.002,0.0154,0.196,0.0290961538461538,0.976727353046225
140,140.04,2262,144,52,240.6,0.0717,52,0.0528,18.6,0.4559,0.247,0.1297,0.5954,62.9,1.471,40.1,1273,0.327,0.022,0.0198,0.006,0.0282884615384615,0.961114369296291
141,141.035,2277,135,55,235.4,0.0757,53,0.0628,18.3,0.4802,0.2429,0.1261,0.6125,57.7,1.427,38.6,1318,0.4,0.01,0.012,0.041,0.0259454545454545,0.987355690127818
142,142.036,2292,138,55,236.2,0.0665,54,0.0485,13.8,0.4794,0.2188,0.1311,0.5878,56.9,1.464,38.6,1303,0.418,0.012,0.0143,0.04,0.0266181818181818,0.976605771625971
