rTime,time,frame,number,goodnumber,persistence,speed,speed_number,speed_std,angular,length,width,Morphwidth,midline,kink,pathlen,curve,id,bias,direction,crab,Custom,pathlenPerWorm,straightness
15,15.016,409,25,5,415.7,0.1585,5,0.102,15,0.6817,0.2431,0.0993,0.8075,36.6,1.634,44.3,8,0.8,0,0.0213,0.179,0.3268,0.990929215397573
16,16.016,439,24,6,365.4,0.1559,5,0.0899,21,0.5834,0.2457,0.099,0.7807,45.6,1.447,48.4,10,0.667,0.001,0.0286,-0.996,0.241166666666667,0.983028868473119
17,17.016,469,29,7,457.1,0.1385,7,0.0958,13.4,0.6203,0.2472,0.101,0.7956,51.2,1.339,51.5,17,0.571,0,0.0191,-0.231,0.191285714285714,0.990445302541718
18,18.017,499,30,9,371,0.1113,8,0.0909,7.5,0.6007,0.2575,0.101,0.7928,42.9,1.105,46.1,18,0.333,0,0.0188,-0.386,0.122777777777778,0.985630990648685
19,19.016,529,30,11,389.6,0.1129,9,0.1025,12.5,0.6046,0.2317,0.1049,0.7828,64.9,0.962,46.8,21,0.273,0,0.0204,0.533,0.0874545454545455,0.983539936663246
20,20.018,559,30,12,364.2,0.1396,12,0.086,15.5,0.6341,0.2322,0.1068,0.7979,53.1,0.899,41.6,25,0.25,0,0.0251,-0.194,0.0749166666666667,0.983703291686152
21,21.013,589,30,12,364.2,0.1302,12,0.0824,13.7,0.6222,0.2401,0.1021,0.8011,85.2,0.969,48.3,25,0.333,0,0.0206,0.26,0.08075,0.987404185031482
22,22.017,619,30,12,364.2,0.1433,12,0.0939,20.4,0.6185,0.243,0.1029,0.8095,68.5,1.025,50.1,25,0.583,0.042,0.0252,0.39,0.0854166666666667,0.984416107011537
23,23.017,649,31,14,313.4,0.1233,13,0.0989,15.3,0.5821,0.2579,0.1172,0.7605,63.4,0.955,44.8,30,0.357,0,0.0235,-0.552,0.0682142857142857,0.981669328109161
24,24.016,679,30,14,314.1,0.1196,13,0.0763,19.9,0.6099,0.2708,0.1257,0.782,67.6,0.738,47.1,32,0.643,0,0.0168,0.13,0.0527142857142857,0.990085186781496
25,25.017,709,30,14,314.1,0.1238,14,0.0734,18.9,0.6146,0.2381,0.1232,0.7979,64.8,0.811,50.7,32,0.5,0,0.0133,-0.223,0.0579285714285714,0.994212505955524
26,26.017,739,31,14,314.1,0.1088,14,0.0683,21.1,0.6221,0.2943,0.1192,0.8293,63.8,0.895,50.8,32,0.571,0.001,0.03,0.241,0.0639285714285714,0.961233607182903
27,27.017,769,31,14,314.1,0.1381,14,0.0825,14,0.6563,0.2424,0.1208,0.8097,62.5,0.933,45.1,32,0.214,0,0.0217,-0.214,0.0666428571428571,0.987577527823204
28,28.013,799,32,14,314.1,0.1147,14,0.0874,17.2,0.6098,0.3016,0.1338,0.8063,58.7,0.986,50.8,32,0.5,0,0.0281,0.638,0.0704285714285714,0.969526383266542
29,29.018,829,34,14,314.1,0.1228,14,0.0861,8.9,0.651,0.2585,0.1275,0.8118,49.8,1.076,43.1,32,0.571,0.002,0.0152,-0.552,0.0768571428571429,0.992309872234758
30,30.017,859,33,15,301.7,0.1013,14,0.0752,12.2,0.6231,0.2582,0.1266,0.781,56.6,1.024,48.5,36,0.467,0.067,0.0141,0.161,0.0682666666666667,0.990265620049363
31,31.017,889,32,15,301.7,0.104,15,0.0683,16.1,0.5902,0.2864,0.1238,0.7669,58.8,1.048,48,36,0,0,0.0183,0.655,0.0698666666666667,0.984397042347369
32,32.017,919,32,15,301.7,0.0993,15,0.075,21.6,0.5692,0.2863,0.1387,0.7355,55.6,1.083,47.8,36,0.333,0.033,0.0171,0.046,0.0722,0.985061057549397
33,33.017,949,31,14,322.5,0.1145,14,0.0909,13.9,0.6217,0.2657,0.1341,0.7625,69.2,1.169,41.5,36,0.143,0.002,0.0178,0.247,0.0835,0.987842421657292
34,34.018,979,32,14,322.5,0.0959,14,0.0813,17,0.6173,0.2529,0.1337,0.7734,77.4,1.191,44.4,36,0.143,0.043,0.0179,-0.207,0.0850714285714286,0.98242594934901
35,35.013,1009,34,14,322.5,0.0888,14,0.0729,10.9,0.6461,0.251,0.112,0.8252,87.3,1.244,48.7,36,0.643,0,0.0134,0.716,0.0888571428571429,0.988548895152534
36,36.018,1039,34,14,322.5,0.0743,14,0.0681,16.1,0.6144,0.2801,0.1412,0.801,79.1,1.313,52.5,36,0.571,0.036,0.0181,0.282,0.0937857142857143,0.969874028009174
37,37.017,1069,34,14,322.5,0.0642,14,0.0665,5.6,0.5948,0.2603,0.1209,0.7627,77.3,1.353,47,36,0.5,0,0.0151,-0.056,0.0966428571428571,0.971946391349513
38,38.017,1099,34,15,301.7,0.0664,15,0.0644,15,0.6013,0.2727,0.1395,0.7774,65,1.308,47.9,34,-0.067,0.04,0.0143,0.35,0.0872,0.976534406803057
39,39.018,1129,34,16,283.6,0.0753,15,0.0648,8,0.6194,0.2981,0.1247,0.8183,70.6,1.23,47,39,0.125,0,0.0132,0.281,0.076875,0.984515276185391
40,40.017,1159,35,16,283.6,0.0785,16,0.0689,17.3,0.6235,0.2746,0.138,0.7962,66,1.28,47.2,39,0.438,0.003,0.0138,0.527,0.08,0.984426586231631
41,41.017,1189,34,16,283.6,0.0619,16,0.0724,6.1,0.6323,0.2488,0.1361,0.7831,71.1,1.328,43.3,39,0.188,0.03,0.0106,0.201,0.083,0.985228659947793
42,42.02,1218,36,16,283.6,0.1025,16,0.0899,9.8,0.6249,0.2852,0.1539,0.7964,61.9,1.367,46.8,39,0.375,0,0.0144,0.374,0.0854375,0.990082409034999
43,43.018,1247,35,17,275.7,0.1083,16,0.0827,14.2,0.6243,0.2614,0.1271,0.7792,51.8,1.327,41.9,38,0.353,0,0.0181,0.217,0.0780588235294118,0.985935147749398
44,44.018,1270,34,18,260.7,0.0976,17,0.0802,16.9,0.6344,0.2759,0.1385,0.7935,60.6,1.305,51.8,37,0.278,0.028,0.0222,-0.918,0.0725,0.97378765439973
45,45.018,1300,36,18,260.7,0.1057,18,0.084,27.3,0.6195,0.3177,0.1209,0.824,66.5,1.368,47.7,37,0.389,0,0.0224,0.094,0.076,0.977286902116633
46,46.018,1330,38,18,260.7,0.1054,18,0.0789,25.1,0.625,0.3002,0.1262,0.8281,61.7,1.428,48.8,37,0.444,0,0.0224,0.484,0.0793333333333333,0.977155908129424
47,47.018,1359,35,17,275.5,0.1021,17,0.0876,10.6,0.6428,0.3023,0.1398,0.8103,53.8,1.568,46.1,39,0.294,0.006,0.0154,-0.489,0.0922352941176471,0.988559331438024
48,48.018,1389,35,17,275.5,0.1062,17,0.0803,19.9,0.6148,0.307,0.1266,0.8113,60.1,1.628,38.6,39,0.353,0,0.023,-0.274,0.0957647058823529,0.976266536456341
49,49.018,1419,39,17,275.5,0.1084,17,0.0911,14.3,0.6316,0.3032,0.1232,0.8322,67.9,1.688,45.6,39,0.471,0,0.0178,-0.114,0.0992941176470588,0.986425962098155
50,50.019,1448,40,16,292.3,0.0803,16,0.0769,13.4,0.6142,0.2976,0.1404,0.8119,64.1,1.816,44.2,40,0.25,0,0.0135,0.46,0.1135,0.985766613525998
51,51.019,1478,38,17,322.5,0.0922,17,0.0724,18.5,0.6436,0.2909,0.1166,0.8263,55.3,1.755,41.9,43,0.471,0,0.0206,-0.115,0.103235294117647,0.974720589382294
52,52.019,1507,39,16,340.6,0.0833,15,0.0597,12.5,0.6293,0.2783,0.1134,0.7999,70.6,1.78,40.5,41,0.5,0,0.017,-0.621,0.11125,0.978953873894813
53,53.018,1537,39,15,362.4,0.1012,14,0.0793,16.9,0.6346,0.2917,0.1204,0.8115,57.4,1.889,41.5,37,0.6,0,0.0185,-0.296,0.125933333333333,0.983148944903642
54,54.019,1566,39,14,386.2,0.102,14,0.0841,12,0.6086,0.2612,0.1131,0.7955,68.1,2.005,43.6,36,0.357,0,0.0112,-0.213,0.143214285714286,0.99395326791965
55,55.021,1595,40,14,386.2,0.0857,14,0.0656,17.2,0.5948,0.2814,0.118,0.7807,63.5,2.062,45.9,36,0.429,0,0.0181,0.24,0.147285714285714,0.97744246448836
56,56.02,1625,39,14,386.2,0.069,14,0.0606,13.6,0.6014,0.2898,0.1161,0.7895,60.2,2.099,48.6,36,0.143,0,0.014,0.032,0.149928571428571,0.979199764151239
57,57.019,1655,40,14,386.2,0.1031,14,0.0891,22.6,0.5773,0.2665,0.1185,0.7646,64.5,2.127,47.8,36,0.357,0,0.0234,0.138,0.151928571428571,0.973903122303026
58,58.017,1683,40,13,411.8,0.1068,13,0.0836,14.5,0.6078,0.2778,0.1152,0.7902,56.2,2.027,47.6,38,0.385,0.077,0.021,0.145,0.155923076923077,0.980477920406676
59,59.018,1713,40,14,385.7,0.0938,14,0.0731,11.1,0.6016,0.2562,0.1066,0.7821,59.7,1.943,44.3,45,0.643,0,0.0146,0.438,0.138785714285714,0.987812217952885
60,60.017,1743,39,15,360,0.087,14,0.0752,12.1,0.6465,0.2472,0.1041,0.8158,60.2,1.909,38.5,45,0.4,0.035,0.0159,-0.28,0.127266666666667,0.983157813661477
61,61.017,1773,40,14,385.7,0.0974,14,0.0819,16.7,0.6176,0.2406,0.1091,0.7567,51.8,2.113,41,45,0.357,0,0.0132,0.09,0.150928571428571,0.990774116566636
62,62.018,1803,42,14,385.7,0.0914,14,0.0803,8.9,0.6186,0.2549,0.1101,0.7578,55.7,2.174,41.6,45,0.357,0.036,0.0138,-0.449,0.155285714285714,0.988536102317942
63,63.015,1833,43,14,385.7,0.0897,14,0.0767,10.6,0.5967,0.2465,0.1079,0.7639,57.9,2.24,43.2,45,0.5,0.001,0.015,0.279,0.16,0.985918915012117
64,64.019,1863,43,15,362.7,0.0978,14,0.0821,5.9,0.6315,0.249,0.105,0.7816,55.7,2.158,44.1,57,0.667,0,0.0116,-0.612,0.143866666666667,0.992940989476346
65,65.019,1893,43,17,380.4,0.0923,17,0.074,5.5,0.6532,0.2294,0.1099,0.7982,55.6,1.994,41.9,76,0.529,0,0.0143,-0.042,0.117294117647059,0.98792551643663
66,66.019,1920,43,17,380.4,0.076,17,0.0674,8.9,0.6392,0.2353,0.1198,0.7808,48.3,2.05,42.9,76,0.412,0.117,0.0128,-0.136,0.120588235294118,0.985715145988166
67,67.019,1950,43,18,360.4,0.1044,17,0.0851,11.4,0.6294,0.244,0.116,0.7704,64.8,1.961,43.5,87,0.333,0.002,0.0171,-0.566,0.108944444444444,0.986494713246241
68,68.015,1980,43,20,339.2,0.0898,20,0.0776,5,0.6276,0.2491,0.1177,0.7835,59.1,1.804,44.3,105,0.35,0,0.0151,-0.36,0.0902,0.985761173230794
69,69.019,2010,43,21,326.5,0.0871,19,0.0742,20.7,0.6007,0.2671,0.1222,0.7683,71.2,1.76,43.3,113,0.381,0,0.0217,0.507,0.0838095238095238,0.968467757931167
70,70.019,2039,43,20,340.2,0.0678,20,0.0641,8.5,0.6199,0.2364,0.116,0.7696,62.6,1.746,42.9,117,0.05,0.051,0.0089,0.298,0.0873,0.991346860366402
71,71.019,2069,43,20,340.2,0.0676,20,0.0646,18,0.6156,0.2534,0.1159,0.7614,48.2,1.751,38.9,117,0.3,0.057,0.0156,0.001,0.08755,0.97300851082104
72,72.019,2099,44,22,317.4,0.0775,21,0.0645,13.2,0.6116,0.2749,0.12,0.7914,55.5,1.627,42,120,0.227,0.045,0.0126,0.349,0.0739545454545455,0.986695258840813
73,73.019,2128,44,22,317.4,0.0928,22,0.0767,12.9,0.5828,0.2639,0.1157,0.772,64.1,1.657,43.3,120,0.227,0,0.0157,0.193,0.0753181818181818,0.985584992566011
74,74.019,2158,44,22,317.4,0.0706,22,0.0488,11.6,0.5949,0.2497,0.1159,0.7454,56.9,1.68,41.4,120,0.455,0.023,0.0139,-0.025,0.0763636363636364,0.980426819578832
75,75.018,2188,44,22,317.4,0.0558,22,0.0521,14.3,0.5911,0.2573,0.1142,0.7719,60.9,1.719,45.7,120,0.182,0.023,0.0127,-0.146,0.0781363636363636,0.973755047542467
76,76.019,2218,44,23,306.5,0.0685,23,0.0633,8.4,0.5891,0.2852,0.1174,0.7748,68.4,1.65,47.3,120,0.087,0.022,0.0133,-0.087,0.0717391304347826,0.980969758781307
77,77.014,2248,44,23,306.5,0.0688,23,0.0705,7.7,0.5878,0.2679,0.1139,0.7715,69.1,1.671,45.6,120,0.304,0.001,0.0142,-0.001,0.0726521739130435,0.97846868114333
78,78.019,2278,43,24,293.7,0.0687,23,0.0623,13.7,0.6124,0.2947,0.1112,0.8127,65,1.623,47,126,0.167,0.042,0.0149,0.298,0.067625,0.976197159193784
79,79.018,2308,45,23,306.5,0.0772,23,0.0604,9.5,0.5983,0.266,0.1117,0.7734,66.3,1.725,44,120,0.348,0,0.0125,0.249,0.075,0.986804364213576
80,80.019,2338,42,23,306.5,0.0773,23,0.0731,9.4,0.6026,0.2489,0.1085,0.7757,69.2,1.753,46.7,120,0.174,0.022,0.0119,-0.191,0.0762173913043478,0.988079314552898
81,81.017,2368,45,23,306.5,0.0751,23,0.0564,12,0.6164,0.2403,0.1139,0.7712,63.2,1.792,43.7,120,0.348,0.044,0.012,0.258,0.0779130434782609,0.98715152351382
82,82.018,2398,45,23,306.5,0.082,23,0.0769,9.6,0.6235,0.2413,0.1186,0.7706,64,1.83,45.4,120,0.304,0.043,0.0094,0.276,0.0795652173913044,0.993407777547853
83,83.019,2424,46,23,306.5,0.069,23,0.0723,8.8,0.6272,0.2412,0.1139,0.7782,54,1.86,42.2,120,0.304,0.021,0.0108,0.485,0.0808695652173913,0.987674513784568
84,84.009,2453,47,23,306.5,0.0804,23,0.0733,9.5,0.6166,0.2481,0.1141,0.7706,60.1,1.921,46.2,120,0.478,0.001,0.0123,0.494,0.0835217391304348,0.988228499357012
85,85.017,2483,45,23,306.5,0.0604,23,0.0718,9,0.6044,0.2432,0.1131,0.7546,59.5,1.97,39.3,120,0.391,0.043,0.0084,0.479,0.0856521739130435,0.990282153246026
86,86.018,2513,46,23,306.5,0.0738,23,0.0712,7.8,0.611,0.2428,0.1136,0.756,54.8,1.998,44.3,120,0.087,0,0.0149,0.343,0.0868695652173913,0.979406756016595
87,87.014,2542,46,24,294.4,0.0954,24,0.0769,11.8,0.623,0.2547,0.1091,0.7852,59.4,1.944,41.5,130,0,0,0.0145,0.64,0.081,0.988381783116184
88,88.018,2572,45,24,294.4,0.0759,24,0.0754,8.4,0.6082,0.2551,0.1088,0.764,51.6,1.968,39.5,130,0.208,0,0.0097,0.093,0.082,0.991799993623568
89,89.019,2601,45,23,306.3,0.0666,23,0.0701,8.9,0.6154,0.2478,0.113,0.7624,50.4,2.088,40.4,123,0.087,0,0.0099,0.005,0.0907826086956522,0.988890074404092
90,90.014,2631,45,23,306.3,0.0747,23,0.0807,12.3,0.5818,0.2628,0.1192,0.7444,58.6,2.106,41.6,123,0.174,0.001,0.0162,-0.559,0.0915652173913043,0.976201055371308
91,91.019,2661,45,23,306.3,0.0682,23,0.0681,11.4,0.5765,0.2648,0.1149,0.7507,65.5,2.127,44.4,123,0.13,0.001,0.0164,0.383,0.0924782608695652,0.970656767298465
92,92.019,2691,45,23,306.3,0.0612,23,0.0686,17.8,0.5813,0.2523,0.1115,0.7622,76.8,2.172,46.8,123,0.435,0.002,0.0172,0.244,0.0944347826086957,0.959694370874648
93,93.018,2721,45,23,306.3,0.0742,23,0.0664,15.4,0.5838,0.249,0.1108,0.7648,78.9,2.218,47.4,123,0.261,0.021,0.0183,1.093,0.0964347826086956,0.96910953154078
94,94.017,2750,47,22,317.3,0.0679,22,0.0664,10.8,0.612,0.262,0.1127,0.7914,74.7,2.348,49.1,126,0.318,0.045,0.0153,0.525,0.106727272727273,0.97428218389057
95,95.021,2780,43,22,317.3,0.0618,22,0.0582,17.4,0.6149,0.27,0.1107,0.7989,70.7,2.382,48.1,126,0.227,0.023,0.0128,0.361,0.108272727272727,0.978315599817633
96,96.018,2810,49,22,317.3,0.0791,22,0.0803,16.8,0.6121,0.2593,0.1153,0.7808,67.3,2.368,45.4,126,-0.227,0,0.018,0.073,0.107636363636364,0.973764049133608
97,97.018,2840,46,22,317.3,0.0656,22,0.0631,12.9,0.5927,0.2841,0.1132,0.789,79.3,2.356,48.8,126,-0.045,0,0.0137,0.069,0.107090909090909,0.977949509514082
98,98.019,2870,46,22,317.3,0.0852,22,0.0654,12.8,0.5852,0.2874,0.1193,0.7584,52.9,2.372,44.7,126,0.182,0.022,0.0172,0.539,0.107818181818182,0.979410689983496
99,99.018,2900,46,22,317.3,0.0607,22,0.0581,17.1,0.6035,0.2936,0.1297,0.7754,57.8,2.394,47.2,126,0.136,0.002,0.0109,-0.489,0.108818181818182,0.983744894531439
100,100.017,2930,47,22,317.3,0.0601,22,0.0649,11.6,0.5958,0.2802,0.1336,0.769,64.1,2.412,46.3,126,0.182,0.045,0.009,-0.072,0.109636363636364,0.988723830458132
101,101.018,2960,48,22,317.3,0.0615,21,0.0647,15.6,0.5803,0.2959,0.1112,0.7738,68.5,2.432,45.9,126,0.091,0,0.0131,-1.034,0.110545454545455,0.977050426804711
102,102.017,2989,46,21,329,0.0705,21,0.0631,18,0.5739,0.2835,0.1226,0.7584,64.9,2.148,47.6,128,0.095,0.001,0.0162,-0.644,0.102285714285714,0.973240888511715
103,103.019,3019,49,21,329,0.0478,20,0.058,12.6,0.5583,0.2856,0.1146,0.761,55.6,2.167,44,117,0.19,0.024,0.0118,0.015,0.103190476190476,0.969050664382533
104,104.017,3045,46,18,376.1,0.0705,18,0.0782,12.1,0.5777,0.2942,0.1212,0.7863,62.9,2.26,47.1,110,0.333,0,0.0173,0.312,0.125555555555556,0.969424423610682
105,105.019,3074,49,17,395.5,0.0778,15,0.0787,21.2,0.5897,0.2943,0.1121,0.7994,66.6,2.396,42.1,109,0.294,0,0.026,-0.624,0.140941176470588,0.942505644153869
106,106.028,3102,48,16,435.6,0.0619,16,0.0724,7.8,0.5852,0.2647,0.1107,0.773,77.7,2.166,44.2,102,0.063,0.057,0.0106,-0.323,0.135375,0.985228659947793
107,107.018,3131,48,16,435.6,0.0761,16,0.0759,13.7,0.5703,0.2815,0.1124,0.7774,73.8,2.173,45.1,102,0.25,0.031,0.0203,0.215,0.1358125,0.96376457657729
108,108.018,3161,50,17,420.9,0.0739,17,0.0802,12.5,0.5578,0.2806,0.11,0.7615,76.8,2.095,44.3,133,0.353,0,0.0137,0.299,0.123235294117647,0.982665842716169
109,109.019,3191,50,17,420.9,0.0985,17,0.0833,11.3,0.5879,0.2711,0.1046,0.7856,88.2,2.123,48.6,133,0.118,0.001,0.012,0.747,0.124882352941176,0.9925512993736
110,110.018,3221,49,17,420.9,0.0997,17,0.0851,12.9,0.571,0.2687,0.123,0.7356,83.9,2.167,44.9,133,0.294,0,0.0209,-0.124,0.127470588235294,0.977781023480052
111,111.018,3251,49,19,379.8,0.085,18,0.0832,13,0.5984,0.2537,0.1436,0.7256,75.8,1.995,46.7,179,0.474,0,0.0145,-1.032,0.105,0.985342404435757
112,112.018,3281,50,19,379.8,0.0808,19,0.0847,18,0.5822,0.2487,0.12,0.7612,84.4,2.05,45.9,179,0.421,0.002,0.0156,-0.594,0.107894736842105,0.981185121534821
113,113.019,3311,51,19,379.8,0.0916,19,0.0864,9.7,0.592,0.2442,0.1168,0.77,76,2.12,46.7,179,0.368,0,0.0191,-0.887,0.111578947368421,0.978019108404309
114,114.015,3340,49,19,379.8,0.0777,19,0.0717,7,0.5849,0.2475,0.1064,0.7703,76.4,2.18,45.4,179,0.158,0,0.0131,-0.428,0.114736842105263,0.985685038306364
115,115.018,3370,49,19,379.8,0.0725,19,0.0703,15.3,0.5906,0.2629,0.1102,0.7662,66,2.21,42.9,179,0.316,0.001,0.0107,0.152,0.116315789473684,0.989049195709641
116,116.017,3400,49,19,379.8,0.0718,19,0.0789,15.2,0.5869,0.2796,0.1059,0.7864,75.6,2.259,44.8,179,0.421,0,0.0114,-0.538,0.118894736842105,0.98731489323123
117,117.017,3430,47,19,379.8,0.0815,19,0.0872,13.8,0.5694,0.2792,0.1068,0.7762,81.6,2.314,44.9,179,0.474,0,0.014,0.471,0.121789473684211,0.985135486459335
118,118.018,3459,46,19,379.5,0.0892,18,0.0858,17.6,0.5848,0.2819,0.1304,0.7597,68.6,2.338,44.9,181,0.316,0.001,0.0244,0.141,0.123052631578947,0.961859888702393
119,119.036,3489,47,18,400.5,0.0968,18,0.0848,13.4,0.5978,0.264,0.1103,0.7759,72,2.539,46.3,158,0.5,0.029,0.0155,0.073,0.141055555555556,0.987096912775392
120,120.018,3516,45,18,400.5,0.0826,18,0.0736,12.7,0.5843,0.2458,0.1088,0.7678,82.9,2.611,45.6,158,0.556,0,0.0123,0.315,0.145055555555556,0.98885069111089
121,121.017,3546,44,18,400.5,0.0949,18,0.0683,17.2,0.5791,0.2687,0.107,0.7688,77.3,2.692,48.3,158,0.611,0.001,0.0152,-0.103,0.149555555555556,0.987089671735356
122,122.017,3575,45,19,379.5,0.0943,18,0.0862,9.8,0.6314,0.2711,0.1012,0.8345,80.1,2.628,49.2,178,0.526,0,0.0118,0.456,0.138315789473684,0.992140032208482
123,123.018,3604,46,18,400.5,0.0962,18,0.0852,12.6,0.6149,0.2545,0.1182,0.7757,59.1,2.838,45.2,158,0.056,0,0.0122,-0.181,0.157666666666667,0.991925858657205
124,124.019,3633,52,18,400.5,0.0795,18,0.085,6.3,0.608,0.2485,0.1074,0.7712,77.3,2.871,44.1,158,0.222,0,0.0106,0.483,0.1595,0.991071249821234
125,125.017,3662,51,18,400.5,0.0985,18,0.0756,15.2,0.5988,0.2501,0.1123,0.7504,61.8,2.9,42.4,158,0.278,0,0.0196,-0.282,0.161111111111111,0.980002581977109
126,126.017,3692,51,18,400.5,0.1028,18,0.0712,11.5,0.5896,0.2437,0.1151,0.7724,72.9,2.958,49.5,158,0.556,0,0.0198,-0.214,0.164333333333333,0.981275976498005
127,127.017,3721,49,18,448.5,0.0967,17,0.0864,8.5,0.5721,0.2738,0.1113,0.7441,64.8,2.974,47.5,181,0.333,0,0.0148,-0.459,0.165222222222222,0.988218342141369
128,128.019,3746,50,18,448.5,0.0828,18,0.079,8.7,0.5729,0.279,0.1117,0.7731,78.6,3.03,48.1,181,0.222,0,0.0137,-0.594,0.168333333333333,0.986216680096867
129,129.018,3776,50,18,448.5,0.088,18,0.0628,19.6,0.535,0.3011,0.1208,0.7335,79.5,3.074,48,181,0.167,0.001,0.0183,-0.41,0.170777777777778,0.978138490718361
130,130.018,3803,50,17,468.2,0.0842,17,0.0644,18.3,0.5496,0.2692,0.1171,0.7608,83.6,2.399,50.2,191,0.529,0,0.0207,-0.378,0.141117647058824,0.969309602791917
131,131.017,3833,48,17,468.2,0.0956,17,0.0843,14,0.5664,0.2852,0.1202,0.7705,74.3,2.442,53.2,191,0.471,0,0.0203,0.4,0.143647058823529,0.977195174712619
132,132.017,3863,47,17,468.2,0.0867,17,0.0689,16.7,0.5821,0.2971,0.1164,0.7972,81.8,2.481,50.5,191,0.412,0,0.0193,-0.467,0.145941176470588,0.974908335016863
133,133.02,3893,45,17,468.2,0.0753,17,0.0671,20.9,0.5764,0.2921,0.1164,0.7792,61.2,2.51,47.5,191,0.176,0,0.0171,0.254,0.147647058823529,0.973873395267415
134,134.016,3923,44,18,443.3,0.0746,18,0.0604,11.5,0.603,0.282,0.1161,0.7815,54,2.407,44.2,222,0.333,0,0.0122,-0.66,0.133722222222222,0.986536890690138
135,135.017,3953,46,19,420.4,0.0856,19,0.0745,8.9,0.6001,0.2808,0.1164,0.8005,70.3,2.321,49.6,246,0.105,0,0.0148,0.505,0.122157894736842,0.984939876096429
136,136.017,3983,45,19,420.4,0.0718,19,0.0737,10.1,0.5844,0.277,0.1234,0.7631,78.2,2.349,47.8,246,0.368,0.053,0.0142,0.189,0.123631578947368,0.980248131383745
137,137.017,4013,46,19,420.4,0.0656,19,0.0574,9,0.5775,0.2775,0.1248,0.7411,72.6,2.369,42.1,246,0.105,0.053,0.0128,0.173,0.124684210526316,0.980778988433322
138,138.016,4043,47,19,420.4,0.0797,19,0.0621,24.1,0.5886,0.2801,0.1393,0.7399,58.8,2.379,45.3,246,-0.053,0.053,0.0162,-0.216,0.125210526315789,0.97912433555874
139,139.02,4073,46,19,420.4,0.0663,19,0.0558,12.9,0.5917,0.288,0.1208,0.7844,75.7,2.396,45.1,246,0.263,0.026,0.0168,-0.748,0.126105263157895,0.967363246385559
140,140.017,4103,47,19,420.4,0.0728,19,0.0631,18.4,0.5725,0.3005,0.1208,0.7833,73.5,2.44,45.8,246,0.368,0,0.0216,-0.57,0.128421052631579,0.954969713512107
141,141.017,4133,47,19,420.4,0.0441,18,0.0419,18.8,0.5352,0.3006,0.1285,0.7525,75.4,2.469,45,246,0.316,0,0.0109,-0.174,0.129947368421053,0.968973270712993
142,142.016,4162,42,18,440.1,0.0443,18,0.0488,11.5,0.5344,0.2978,0.1448,0.7163,71.5,2.614,48.6,252,0.167,0,0.0131,0.419,0.145222222222222,0.955277430086653
143,143.016,4191,43,16,490,0.0579,16,0.0616,17.9,0.5464,0.2698,0.1423,0.7137,79.1,2.842,48,223,0.438,0.03,0.0145,1.198,0.177625,0.96813424900804
