rTime,time,frame,number,goodnumber,persistence,speed,speed_number,speed_std,angular,length,width,Morphwidth,midline,kink,pathlen,curve,id,bias,direction,crab,Custom,pathlenPerWorm,straightness
33,33.036,968,49,25,622.8,0.0766,25,0.0808,3.8,0.7994,0.2058,0.1043,0.9072,40.3,1.336,30.3,56,0.2,0.04,0.0049,-0.621,0.05344,0.997951907389427
34,34.002,997,49,25,622.8,0.0696,25,0.0838,2.6,0.8046,0.2098,0.1072,0.9033,48.2,1.387,31,56,0.44,0,0.0051,-0.699,0.05548,0.997311710568992
35,35.002,1027,49,25,622.8,0.0922,25,0.0786,5.4,0.8074,0.2222,0.1057,0.9176,44,1.451,31.8,56,0.28,0,0.0067,-0.576,0.05804,0.997356177793239
36,36.001,1057,48,25,622.8,0.0866,25,0.0776,4.2,0.8038,0.2118,0.1052,0.9065,40.2,1.509,32.5,56,0.32,0,0.0057,-0.235,0.06036,0.997831521771631
37,37.001,1087,48,27,615,0.094,27,0.0765,5.9,0.78,0.2394,0.1056,0.9208,46.1,1.468,33.7,67,0.481,0,0.0086,-0.504,0.0543703703703704,0.995806053755116
38,38,1116,46,25,661.7,0.096,25,0.0721,5.4,0.756,0.2147,0.1059,0.8801,46.5,1.597,35.2,72,0.6,0,0.0087,-0.3,0.06388,0.995885088438922
39,39.002,1146,48,25,661.7,0.097,25,0.0803,4,0.7592,0.209,0.1065,0.8827,36.9,1.677,34.6,72,0.56,0.06,0.006,-0.431,0.06708,0.998085104625902
40,40.002,1176,48,26,671.5,0.1159,26,0.0711,6.2,0.7983,0.2127,0.1056,0.9058,45.2,1.706,34.1,76,0.615,0,0.0066,-0.142,0.0656153846153846,0.998377280273648
41,41.001,1206,48,26,671.5,0.1103,26,0.0679,6.9,0.7753,0.2175,0.1046,0.9036,45.8,1.783,33.4,76,0.577,0,0.0086,-0.51,0.0685769230769231,0.996955770209167
42,42.002,1236,48,27,652.3,0.0972,27,0.0744,4.4,0.7932,0.2078,0.1047,0.9085,37.7,1.792,32.5,75,0.593,0.019,0.0074,-0.193,0.0663703703703704,0.997097771634038
43,43.032,1266,48,27,652.3,0.1092,27,0.0706,5.8,0.7951,0.2048,0.106,0.9064,45.4,1.879,34.4,75,0.519,0,0.0073,-0.194,0.0695925925925926,0.997763049018727
44,44.003,1295,49,27,652.3,0.0814,27,0.0683,2.9,0.7916,0.2095,0.1079,0.8895,40.6,1.963,33.1,75,0.593,0,0.006,0.004,0.0727037037037037,0.997279712534881
45,45.002,1325,49,28,650.3,0.0684,28,0.065,3.6,0.7938,0.1994,0.1102,0.8781,35.5,1.95,33.1,79,0.429,0.018,0.0051,-0.073,0.0696428571428571,0.99721642440686
46,46.002,1354,48,28,690.4,0.0641,27,0.0585,4.4,0.7812,0.1953,0.1094,0.8871,41.7,1.881,31.4,81,0.357,0,0.005,-0.049,0.0671785714285714,0.996953114870903
47,47.001,1384,47,28,690.4,0.064,28,0.0571,3.4,0.7914,0.2022,0.1082,0.9004,41.7,1.931,31.1,81,0.5,0,0.0046,0.073,0.0689642857142857,0.997413647578075
48,48.002,1414,48,28,690.4,0.0578,28,0.0544,5,0.7946,0.203,0.1086,0.8917,48.8,1.975,31.8,81,0.321,0.001,0.003,0.452,0.0705357142857143,0.998652124985326
49,49,1443,48,28,690.4,0.065,28,0.0548,3.6,0.7903,0.2006,0.108,0.9001,49.7,2.019,30.7,81,0.429,0.018,0.0033,0.356,0.0721071428571429,0.998710411083764
50,50.001,1472,49,28,690.4,0.0689,28,0.0534,3.4,0.7913,0.2172,0.1065,0.9089,44.9,2.07,29.8,81,0.536,0,0.0035,0.277,0.0739285714285714,0.998708935050183
51,51.002,1502,48,28,690.4,0.0687,28,0.0543,4.6,0.8014,0.2109,0.1069,0.901,43.1,2.118,27.9,81,0.429,0,0.004,0.219,0.0756428571428571,0.998303534422136
52,52.002,1532,48,28,690.4,0.0769,28,0.0618,4.3,0.8025,0.2124,0.1067,0.904,45.4,2.148,30.3,81,0.321,0.018,0.0063,-0.024,0.0767142857142857,0.996638532077814
53,53.002,1562,47,28,690.4,0.0725,28,0.0642,3.9,0.8032,0.2025,0.1074,0.8978,46,2.193,31.5,81,0.536,0,0.0036,0.213,0.0783214285714286,0.998766421067787
54,54.002,1592,47,28,690.4,0.0849,28,0.0655,5,0.8113,0.2047,0.1078,0.8951,40.9,2.253,30,81,0.607,0,0.007,0.342,0.0804642857142857,0.996595207299042
55,55,1622,47,29,668,0.0716,28,0.0605,3.4,0.8002,0.2048,0.1081,0.902,43.4,2.24,31,86,0.621,0,0.0041,0.261,0.0772413793103448,0.998359152858424
56,56.001,1652,49,29,668,0.064,29,0.0606,3.4,0.8103,0.1957,0.1101,0.8889,37.5,2.29,27.2,86,0.345,0.017,0.0046,0.295,0.0789655172413793,0.997413647578075
57,57.001,1682,49,30,649,0.067,30,0.066,3.3,0.8163,0.1964,0.113,0.9058,43,2.249,29.7,93,0.167,0.033,0.0044,0.162,0.0749666666666667,0.997841287712865
58,58.002,1711,51,31,649.1,0.0879,30,0.0821,4.1,0.8093,0.1969,0.1086,0.8984,36.9,2.203,28.4,97,0.323,0.032,0.0036,0.067,0.0710645161290323,0.999160966139432
59,59.002,1741,50,31,649.1,0.0776,31,0.0742,3.2,0.8105,0.199,0.1094,0.8909,48.2,2.26,30.5,97,0.613,0,0.0037,0.297,0.0729032258064516,0.998862642346844
60,60.002,1771,51,31,649.1,0.0716,31,0.0594,4.1,0.8103,0.2006,0.11,0.8953,42.1,2.332,29.2,97,0.645,0,0.0066,0.225,0.0752258064516129,0.995742473828549
61,61,1801,51,31,649.1,0.069,31,0.0539,4.1,0.7978,0.2126,0.1121,0.9055,43.8,2.393,30.3,97,0.484,0.032,0.0041,0.36,0.0771935483870968,0.99823305352685
62,62,1831,51,31,649.1,0.0648,31,0.0577,6.4,0.7849,0.2195,0.1122,0.8932,45.8,2.434,30.3,97,0.355,0.016,0.0057,0.002,0.0785161290322581,0.996123745900466
63,63.001,1861,49,31,649.1,0.0713,31,0.0714,3.2,0.8116,0.2146,0.1158,0.9048,43.6,2.483,32.3,97,0.129,0.016,0.0045,0.464,0.0800967741935484,0.99800634914239
64,64.034,1892,49,32,664.3,0.0728,31,0.0674,2.7,0.7945,0.216,0.1102,0.9069,45.6,2.441,30.5,94,0.375,0,0.0045,0.3,0.07628125,0.998087736592329
65,65,1920,49,32,664.3,0.0545,32,0.0558,3.3,0.7791,0.2199,0.113,0.8869,49.6,2.472,31.2,94,0.469,0.001,0.0029,0.22,0.07725,0.998583290718732
66,66.003,1950,49,33,645.9,0.0617,33,0.0661,3.5,0.7897,0.2158,0.108,0.9091,51.7,2.435,32.6,101,0.242,0,0.0055,0.131,0.0737878787878788,0.996019016511307
67,67.034,1981,49,33,645.9,0.0632,33,0.0625,3.7,0.807,0.2376,0.1065,0.9283,47.3,2.477,32.2,101,0.424,0.015,0.0046,-0.108,0.075060606060606,0.997347668275631
68,68.001,2010,49,33,645.9,0.0567,33,0.0574,3.1,0.8056,0.228,0.1076,0.9361,41.5,2.515,31.9,101,0.364,0.015,0.0036,-0.299,0.0762121212121212,0.997982343467819
69,69.001,2040,49,33,645.9,0.0503,33,0.0526,4.3,0.8026,0.2363,0.1064,0.9189,43.5,2.547,32.4,101,0.182,0,0.0033,0.021,0.0771818181818182,0.997845581885072
70,70.001,2070,49,33,645.9,0.0598,33,0.0583,3.1,0.8026,0.2356,0.1081,0.9274,46,2.562,33.9,101,0.152,0,0.0042,-0.417,0.0776363636363636,0.99753053550808
71,71.001,2100,50,33,645.9,0.0486,33,0.0484,2.9,0.8062,0.2336,0.1059,0.9094,39.9,2.576,32.6,101,0.364,0.03,0.0032,-0.24,0.0780606060606061,0.997829954211158
72,72.001,2130,50,33,645.9,0.0507,33,0.069,2.7,0.8102,0.2363,0.106,0.9199,40.4,2.591,34,101,0.364,0,0.0041,-0.027,0.0785151515151515,0.996724832047656
73,73.001,2160,50,33,645.9,0.0626,33,0.0692,2.4,0.7846,0.2211,0.1067,0.8999,38.2,2.618,33.7,101,0.364,0,0.0048,-0.191,0.0793333333333333,0.997055960899869
74,74.035,2191,50,33,645.9,0.048,33,0.0526,2.6,0.7859,0.2205,0.1062,0.9011,42.1,2.642,32.9,101,0.364,0,0.005,-0.08,0.0800606060606061,0.994559855190001
75,75.002,2220,50,33,645.9,0.0499,33,0.0417,3.1,0.7799,0.2161,0.1053,0.901,40,2.673,33.5,101,0.455,0.03,0.0041,-0.011,0.081,0.996618795275452
76,76.034,2250,49,33,645.9,0.0445,33,0.0415,2.4,0.7727,0.2228,0.1066,0.8919,40.2,2.708,33.2,101,0.303,0.03,0.0034,-0.169,0.0820606060606061,0.997076904375098
77,77.002,2279,50,33,645.9,0.0331,33,0.0374,1.9,0.792,0.225,0.1064,0.9072,42,2.725,32.6,101,0.182,0,0.0033,-0.292,0.0825757575757576,0.995017754458367
78,78.001,2309,50,33,645.9,0.0414,33,0.0439,2.9,0.7913,0.2257,0.1065,0.9033,41.1,2.74,32.9,101,0.152,0,0.004,-0.23,0.083030303030303,0.995321502327934
79,79.002,2339,50,34,659.9,0.0463,34,0.0451,3.7,0.7824,0.2264,0.1041,0.8979,46.1,2.663,32.1,105,0,0,0.005,-0.043,0.0783235294117647,0.994151832476345
80,80,2369,50,35,649.2,0.0267,34,0.0301,1.3,0.781,0.2159,0.1036,0.8981,44.3,2.584,32.2,108,0.2,0,0.0028,0.009,0.0738285714285714,0.994486053650986
81,81.029,2400,50,35,649.2,0.0301,35,0.0305,1.8,0.7906,0.2208,0.1036,0.8977,42.2,2.587,32.9,108,0.057,0,0.0026,0.009,0.0739142857142857,0.996262371918528
82,82.001,2429,50,35,649.2,0.0414,35,0.0571,2.9,0.7685,0.2216,0.1059,0.8845,44.3,2.597,32.6,108,0.086,0,0.0041,0.003,0.0742,0.995084068410441
83,83.034,2460,50,35,649.2,0.0412,35,0.0424,2.3,0.7723,0.2186,0.104,0.8852,42.3,2.607,31.9,108,0,0.029,0.0038,0.06,0.0744857142857143,0.995737451299321
84,84,2489,50,35,649.2,0.042,35,0.0462,3.1,0.7663,0.2153,0.1071,0.8825,39.9,2.61,31.8,108,0.143,0,0.0038,0.306,0.0745714285714286,0.995898618814644
85,85,2518,50,35,649.2,0.0336,35,0.0367,2.8,0.7701,0.2221,0.1074,0.8964,45.5,2.616,32.4,108,0.086,0.043,0.004,0.234,0.0747428571428572,0.992888545809193
86,86,2548,50,35,649.2,0.0501,35,0.0462,2.2,0.7461,0.2228,0.1058,0.877,41.3,2.615,33.2,108,0.057,0,0.0056,0.4,0.0747142857142857,0.993733377658418
87,87.002,2578,50,35,649.2,0.0485,35,0.0599,4.2,0.7659,0.2194,0.1076,0.8825,39.6,2.622,32.3,108,0.057,0.014,0.004,0.33,0.0749142857142857,0.996593197805936
88,88.002,2608,50,36,662,0.0456,35,0.0441,5,0.7613,0.229,0.1053,0.8874,38.7,2.56,33.3,115,0.25,0.014,0.0044,0.339,0.0711111111111111,0.995333834904405
89,89.001,2638,50,36,662,0.046,36,0.0459,7.2,0.7545,0.2457,0.1061,0.8907,44.8,2.566,33.1,115,0.083,0.014,0.0058,0.063,0.0712777777777778,0.992019193057818
90,90.001,2667,50,36,662,0.0487,36,0.0518,3.8,0.7557,0.2394,0.1092,0.8837,49.3,2.574,34.7,115,0.194,0.015,0.0043,-0.132,0.0715,0.996094308537557
91,91,2697,50,36,662,0.0385,36,0.0423,2.5,0.7365,0.2449,0.1117,0.865,51.4,2.58,34.6,115,0.222,0,0.0041,-0.152,0.0716666666666667,0.994313397815154
92,92,2727,50,36,662,0.0371,36,0.0367,3.9,0.7401,0.2571,0.1096,0.8858,54.5,2.596,35.7,115,0.222,0,0.0049,-0.258,0.0721111111111111,0.991239663136883
93,93.034,2756,48,36,662,0.0402,36,0.0483,2.3,0.737,0.2481,0.1089,0.8791,54.1,2.598,34.2,115,0.25,0.041,0.005,-0.288,0.0721666666666667,0.992234894512869
94,94.001,2785,48,36,662,0.0369,36,0.0377,5.5,0.728,0.2516,0.1152,0.8798,52.8,2.602,37.8,115,0.194,0.014,0.0071,0.245,0.0722777777777778,0.981314247046649
95,95,2814,48,36,662,0.035,34,0.0358,3.9,0.7279,0.261,0.1102,0.8821,58.5,2.61,34.5,115,0.222,0,0.0027,0.256,0.0725,0.997020049744155
96,96.001,2842,46,34,697.1,0.0486,34,0.0422,6.9,0.7202,0.2541,0.1111,0.868,58.8,2.341,36.2,114,0.118,0,0.0049,0.218,0.0688529411764706,0.994904374069684
97,97.001,2872,47,34,697.1,0.0348,34,0.0343,6.1,0.7075,0.2464,0.1113,0.8508,56.3,2.331,34.5,114,-0.029,0,0.0056,0.121,0.0685588235294118,0.986967528124508
98,98.033,2902,46,34,697.1,0.0515,34,0.0483,7.2,0.7275,0.2529,0.1086,0.8786,53.3,2.352,36.8,114,0.441,0,0.0082,0.077,0.0691764705882353,0.987242594516636
99,99.033,2932,46,34,697.1,0.0379,34,0.0347,6.8,0.7236,0.249,0.1152,0.8677,53.4,2.385,34.6,114,0.265,0,0.0053,0.161,0.0701470588235294,0.990173874687824
100,100,2961,48,35,680.9,0.0349,35,0.0399,3.9,0.7349,0.2475,0.1141,0.8662,51.2,2.331,33.5,122,0.2,0.029,0.0033,0.035,0.0666,0.995519556164611
101,101,2991,48,35,680.9,0.0449,35,0.042,3,0.7428,0.2471,0.115,0.8688,49.3,2.342,35.9,122,0.229,0,0.0044,-0.077,0.0669142857142857,0.995186853325236
102,102.002,3021,50,35,680.9,0.0408,35,0.0449,3.8,0.7574,0.244,0.1097,0.8942,52.5,2.352,34.5,122,0.2,0,0.0037,-0.207,0.0672,0.995879510591283
103,103.035,3052,50,35,680.9,0.0303,35,0.0331,4.4,0.7684,0.2511,0.107,0.903,54.8,2.36,34.8,122,0.143,0.014,0.0045,-0.117,0.0674285714285714,0.988910177361091
104,104.001,3081,50,35,680.9,0.0288,35,0.0317,1.9,0.7535,0.2341,0.1098,0.8754,55.1,2.377,34.2,122,0.257,0.001,0.0021,0.186,0.0679142857142857,0.997338036837171
105,105.001,3111,50,35,680.9,0.0325,35,0.0338,1.8,0.7565,0.2366,0.1179,0.8657,47.7,2.386,34.4,122,0.229,0.014,0.002,0.355,0.0681714285714286,0.99810471281899
106,106.001,3141,50,35,680.9,0.0285,35,0.0285,1.8,0.7524,0.2326,0.1192,0.8653,49.2,2.401,34,122,0.143,0,0.0028,0.499,0.0686,0.995162197494895
107,107.001,3171,50,35,680.9,0.0253,35,0.0241,1.7,0.7663,0.2465,0.1182,0.8818,54.1,2.411,33.8,122,-0.029,0.014,0.0025,0.609,0.0688857142857143,0.995105897931433
108,108.001,3201,50,35,680.9,0.0283,35,0.034,3.3,0.7712,0.2468,0.1156,0.8865,50.3,2.412,32.7,122,0.057,0.001,0.0027,0.393,0.0689142857142857,0.995438409139732
109,109.001,3230,48,35,680.9,0.0358,35,0.0399,3,0.7678,0.2519,0.1198,0.8793,48,2.406,32.5,122,0,0,0.0033,0.67,0.0687428571428571,0.995742473828549
110,110.001,3260,48,35,680.9,0.0294,35,0.0266,3.8,0.7727,0.2386,0.1213,0.8784,45.6,2.401,36,122,0.143,0,0.0024,0.624,0.0686,0.996662485475492
111,111.001,3289,48,36,662.4,0.0467,35,0.0428,4.5,0.7573,0.2516,0.1245,0.8854,57.8,2.329,38.3,123,0.056,0.001,0.0037,0.79,0.0646944444444444,0.996856432099571
112,112.035,3320,48,36,662.4,0.0381,36,0.0335,2.7,0.7395,0.2445,0.1294,0.8606,56.2,2.327,38.9,123,0.139,0,0.004,0.607,0.0646388888888889,0.994473607358833
113,113.033,3350,50,36,662.4,0.0387,36,0.0356,2.7,0.7206,0.2518,0.1142,0.8637,58.6,2.33,34.7,123,0.167,0,0.004,0.622,0.0647222222222222,0.994644097821217
114,114.033,3380,50,36,662.4,0.0345,36,0.0394,2.3,0.7355,0.2507,0.1179,0.8837,62.5,2.336,37.6,123,0.194,0,0.0038,0.493,0.0648888888888889,0.993915537124779
115,115.032,3409,48,36,662.4,0.0415,36,0.0454,4.1,0.736,0.2492,0.1137,0.8747,64.2,2.346,37.3,123,0.056,0,0.0048,0.339,0.0651666666666667,0.993288553873256
116,116,3436,50,37,652.8,0.0422,37,0.0356,2.6,0.7348,0.2359,0.1131,0.873,57.7,2.285,37.6,131,0.108,0.013,0.0049,0.322,0.0617567567567568,0.993235922848491
117,117.033,3467,50,38,639,0.0398,38,0.0371,3.7,0.7442,0.2488,0.1241,0.8786,55.7,2.233,40.2,138,0.053,0,0.0049,0.156,0.0587631578947368,0.992392338987433
118,118.001,3496,50,38,639,0.0326,38,0.032,2.5,0.7417,0.2508,0.1211,0.8785,61.2,2.246,39.3,138,0.184,0,0.0048,0.226,0.0591052631578947,0.98910090445543
119,119,3526,50,38,639,0.0352,38,0.0386,5.5,0.745,0.2614,0.1204,0.8844,55.8,2.25,38.2,138,0.053,0.053,0.004,0.62,0.0592105263157895,0.993522408836109
120,120,3556,50,38,639,0.0344,38,0.0306,4,0.7333,0.2562,0.1158,0.87,57.8,2.256,38.5,138,0.237,0,0.0041,0.511,0.0593684210526316,0.992871938528292
121,121.001,3586,50,38,639,0.034,38,0.0357,4.7,0.7391,0.2546,0.1187,0.8718,54,2.259,37.5,138,0.053,0.027,0.0043,0.218,0.0594473684210526,0.991970357576989
122,122.001,3615,51,38,639,0.0417,37,0.0563,4.9,0.7433,0.2558,0.1201,0.8829,56.8,2.258,37.3,133,0.079,0,0.0039,0.463,0.059421052631579,0.995616914647839
123,123.002,3644,49,37,654.7,0.0461,36,0.0579,2.5,0.7454,0.2514,0.1173,0.888,59.2,2.277,38.4,133,0.081,0,0.0052,0.583,0.0615405405405405,0.993617910211835
124,124.032,3674,46,36,672.6,0.049,36,0.0515,7,0.7421,0.2528,0.115,0.8781,52.9,2.34,37.1,132,0.083,0,0.0079,0.425,0.065,0.986917759435935
125,125.001,3703,47,36,672.6,0.0475,36,0.0389,3.5,0.737,0.245,0.113,0.875,57.3,2.345,37.4,132,0.139,0.028,0.005,0.121,0.0651388888888889,0.994444401457431
126,126.032,3734,49,36,672.6,0.047,36,0.0471,3.3,0.7445,0.2402,0.1132,0.876,58.6,2.344,37,132,0.111,0.028,0.0042,0.123,0.0651111111111111,0.99599924005636
127,127.002,3763,49,36,672.6,0.0381,35,0.0348,2.5,0.7515,0.2469,0.1174,0.8758,53.8,2.345,35.3,132,0.111,0,0.0037,0.203,0.0651388888888889,0.995273375635707
128,128.001,3791,51,35,688.5,0.0369,35,0.0376,3.4,0.7555,0.2401,0.1114,0.885,54,2.356,34.7,133,0.029,0,0.0042,0.351,0.0673142857142857,0.993501257420576
129,129,3821,51,36,679.9,0.0419,35,0.0438,3.6,0.7574,0.2461,0.1143,0.8841,55.5,2.292,34,133,0.25,0,0.006,0.513,0.0636666666666667,0.989694047078252
130,130.001,3850,53,37,663.3,0.0429,36,0.0407,3.9,0.7506,0.2381,0.1096,0.8833,57.3,2.241,34.9,131,0.243,0,0.005,0.237,0.0605675675675676,0.993184811770777
131,131.033,3881,53,37,663.3,0.0317,37,0.035,2.5,0.732,0.2457,0.1127,0.8744,58.1,2.261,36,131,0.297,0.014,0.0038,0.198,0.0611081081081081,0.992789135712882
132,132.001,3910,53,38,650.5,0.0346,37,0.0466,3,0.7326,0.2367,0.1163,0.8728,58.7,2.209,36.9,139,0.079,0.014,0.0049,0.326,0.0581315789473684,0.989921310648657
133,133.001,3940,53,38,650.5,0.043,38,0.058,4.3,0.736,0.2395,0.1135,0.8728,52.3,2.214,36.6,139,0.053,0,0.0058,0.376,0.0582631578947368,0.990861434221766
134,134.034,3971,53,39,637.8,0.0342,39,0.0371,4.2,0.7548,0.2477,0.1185,0.8884,51.4,2.167,34.7,147,0.128,0,0.0053,0.447,0.0555641025641026,0.987919057146142
135,135.033,4001,53,39,637.8,0.0443,39,0.0507,6.7,0.7506,0.2495,0.1182,0.8819,53,2.178,35.6,147,0.128,0.013,0.0076,0.362,0.0558461538461538,0.985174097758504
136,136.033,4031,53,40,639.6,0.037,39,0.0447,2.2,0.7554,0.2433,0.125,0.8744,53.9,2.133,37.3,155,0.225,0,0.0034,0.446,0.053325,0.995768989376818
137,137.032,4061,53,40,639.6,0.05,40,0.0522,7.1,0.7373,0.2496,0.1333,0.8687,50.8,2.153,39.3,155,0.275,0,0.0089,0.296,0.053825,0.984030487332583
138,138.032,4091,53,41,636.3,0.0446,40,0.0513,5.9,0.7549,0.2487,0.1267,0.8763,55.1,2.126,37.9,161,0.122,0.037,0.0071,0.492,0.0518536585365854,0.987247509205683
139,139.032,4121,52,41,636.3,0.0527,41,0.0567,4.8,0.7356,0.2432,0.1257,0.8716,58.3,2.137,39.1,161,0.195,0.003,0.0065,0.24,0.0521219512195122,0.99236451400426
140,140.032,4151,53,41,636.3,0.0455,41,0.0493,3.8,0.7535,0.2313,0.1212,0.8779,57.8,2.15,35.4,161,0.146,0.012,0.0043,0.217,0.0524390243902439,0.995524339987864
141,141.029,4180,54,41,636.3,0.0488,41,0.0499,5,0.7412,0.2374,0.1228,0.8757,53.6,2.16,37.4,161,0.22,0,0.0047,0.013,0.0526829268292683,0.995351244387819
142,142.033,4210,52,41,636.3,0.0373,41,0.0465,2.5,0.7479,0.2346,0.1249,0.872,53.6,2.178,37.4,161,0.293,0,0.0036,0.266,0.0531219512195122,0.995331554778644
143,143.033,4240,52,41,636.3,0.0405,41,0.0417,2.8,0.7529,0.2357,0.1255,0.8719,56.4,2.194,37.6,161,0.293,0.012,0.0042,0.093,0.0535121951219512,0.994608235356079
